lat,lon,year,yield_maize,temperature
43.75,11.75,1982,9.251022,18.613775
43.75,11.75,1983,9.876991,18.25495
43.75,11.75,1984,10.55283,16.382141
43.75,11.75,1985,10.486564,18.76377
43.75,11.75,1986,12.218849,18.099987
43.75,11.75,1987,11.250535,18.25331
43.75,11.75,1988,11.657367,18.235193
43.75,11.75,1989,10.70632,17.1168
43.75,11.75,1990,10.970482,18.0186
43.75,11.75,1991,9.933992,18.01365
43.75,11.75,1992,12.615363,18.433086
43.75,11.75,1993,11.639522,18.681509
43.75,11.75,1994,12.417731,19.391516
43.75,11.75,1995,14.230786,17.107815
43.75,11.75,1996,14.397116,17.065113
43.75,11.75,1997,15.186582,18.35752
43.75,11.75,1998,15.046177,19.065033
43.75,11.75,1999,15.251589,18.892374
43.75,11.75,2000,14.730982,18.993322
43.75,11.75,2001,14.2068615,18.248398
43.75,11.75,2002,14.005683,17.750557
43.75,11.75,2003,12.172968,20.982573
43.75,11.75,2004,14.208736,17.979172
43.75,11.75,2005,13.564902,18.39833
43.75,11.75,2006,12.963544,18.819973
43.75,11.75,2007,14.689947,18.39799
43.75,11.75,2008,15.607417,18.302198
43.75,11.75,2009,14.288763,19.428345
43.75,11.75,2010,14.812893,17.877592
43.75,11.75,2011,15.698774,19.407284
43.75,11.75,2012,14.073611,19.44576
43.75,11.75,2013,15.180315,18.251804
43.75,11.75,2014,17.504501,17.58481
43.75,11.75,2015,16.101912,19.621922
43.75,11.75,2016,17.160381,18.638208
43.75,12.25,1982,9.097686,18.797573
43.75,12.25,1983,9.234997,18.400543
43.75,12.25,1984,10.386995,16.716328
43.75,12.25,1985,8.436711,18.875393
43.75,12.25,1986,11.331994,18.140036
43.75,12.25,1987,10.3599205,18.452545
43.75,12.25,1988,9.679562,18.373724
43.75,12.25,1989,10.805558,17.227144
43.75,12.25,1990,10.813338,18.231539
43.75,12.25,1991,10.052414,18.114826
43.75,12.25,1992,12.049031,18.587414
43.75,12.25,1993,12.166222,18.857431
43.75,12.25,1994,12.654297,19.457438
43.75,12.25,1995,13.579905,17.172283
43.75,12.25,1996,13.182535,17.297722
43.75,12.25,1997,13.539731,18.558678
43.75,12.25,1998,12.215276,19.295643
43.75,12.25,1999,14.349084,18.99464
43.75,12.25,2000,12.903233,19.23457
43.75,12.25,2001,12.550413,18.564867
43.75,12.25,2002,13.700252,17.982649
43.75,12.25,2003,10.328343,20.939402
43.75,12.25,2004,13.631329,18.155064
43.75,12.25,2005,13.343089,18.408878
43.75,12.25,2006,12.310681,18.817738
43.75,12.25,2007,11.425924,18.890131
43.75,12.25,2008,13.244232,18.681606
43.75,12.25,2009,12.279324,19.446735
43.75,12.25,2010,13.232971,18.100687
43.75,12.25,2011,13.374756,19.572422
43.75,12.25,2012,11.952649,19.793777
43.75,12.25,2013,13.196612,18.381506
43.75,12.25,2014,15.481664,17.703997
43.75,12.25,2015,13.971738,19.80364
43.75,12.25,2016,15.269319,18.583569
44.25,6.75,1982,4.623395,11.345995
44.25,6.75,1983,4.611639,10.780763
44.25,6.75,1984,3.9521432,9.072236
44.25,6.75,1985,5.707234,11.297396
44.25,6.75,1986,4.419776,11.27255
44.25,6.75,1987,5.979317,10.981498
44.25,6.75,1988,5.825632,10.925537
44.25,6.75,1989,5.886028,10.972066
44.25,6.75,1990,5.1294246,11.441429
44.25,6.75,1991,6.080171,11.199919
44.25,6.75,1992,5.750597,11.056336
44.25,6.75,1993,7.243155,11.120088
44.25,6.75,1994,7.291387,11.909702
44.25,6.75,1995,6.73921,10.097939
44.25,6.75,1996,6.908524,9.905158
44.25,6.75,1997,9.301863,11.386475
44.25,6.75,1998,7.3282213,11.670439
44.25,6.75,1999,8.161449,11.647921
44.25,6.75,2000,8.674846,11.641713
44.25,6.75,2001,7.44235,11.49807
44.25,6.75,2002,7.9572277,10.893557
44.25,6.75,2003,6.5870137,13.183744
44.25,6.75,2004,8.279416,11.266047
44.25,6.75,2005,7.84974,11.681519
44.25,6.75,2006,8.269001,11.864582
44.25,6.75,2007,8.978598,11.3516445
44.25,6.75,2008,7.6570053,11.141419
44.25,6.75,2009,8.133558,12.424906
44.25,6.75,2010,7.265375,10.925311
44.25,6.75,2011,9.40475,11.795517
44.25,6.75,2012,7.8404403,12.456777
44.25,6.75,2013,5.7625527,10.775476
44.25,6.75,2014,7.6578727,10.878809
44.25,6.75,2015,6.970556,12.642485
44.25,6.75,2016,7.3050027,12.012144
44.25,7.25,1982,9.7270155,13.050962
44.25,7.25,1983,10.491192,12.524153
44.25,7.25,1984,9.173004,10.745813
44.25,7.25,1985,9.336946,13.005396
44.25,7.25,1986,9.386203,12.872706
44.25,7.25,1987,10.644662,12.730981
44.25,7.25,1988,10.373955,12.649725
44.25,7.25,1989,11.701511,12.483613
44.25,7.25,1990,11.650142,13.072632
44.25,7.25,1991,10.559614,12.807528
44.25,7.25,1992,12.242355,12.627554
44.25,7.25,1993,13.239369,12.777681
44.25,7.25,1994,12.787732,13.551718
44.25,7.25,1995,14.445011,11.729643
44.25,7.25,1996,12.749429,11.583752
44.25,7.25,1997,14.659699,13.041412
44.25,7.25,1998,13.42089,13.297032
44.25,7.25,1999,13.040416,13.308202
44.25,7.25,2000,13.341751,13.330462
44.25,7.25,2001,14.051536,13.112866
44.25,7.25,2002,13.664462,12.321322
44.25,7.25,2003,11.499991,14.816668
44.25,7.25,2004,13.186223,12.913515
44.25,7.25,2005,13.230223,13.181033
44.25,7.25,2006,13.11544,13.566551
44.25,7.25,2007,14.661213,13.033628
44.25,7.25,2008,13.554911,12.815717
44.25,7.25,2009,13.2558365,13.874812
44.25,7.25,2010,11.325153,12.643016
44.25,7.25,2011,13.945974,13.471596
44.25,7.25,2012,12.286255,13.936651
44.25,7.25,2013,11.995116,12.493178
44.25,7.25,2014,14.355372,12.413637
44.25,7.25,2015,13.922652,14.034735
44.25,7.25,2016,13.98317,13.453145
44.25,7.75,1982,10.690034,16.22901
44.25,7.75,1983,11.344443,15.707605
44.25,7.75,1984,10.324038,13.912875
44.25,7.75,1985,10.378999,15.963847
44.25,7.75,1986,10.905809,15.956676
44.25,7.75,1987,11.6316805,15.861559
44.25,7.75,1988,11.046546,15.746801
44.25,7.75,1989,11.784702,15.561003
44.25,7.75,1990,11.231312,16.0401
44.25,7.75,1991,10.719433,15.969325
44.25,7.75,1992,12.74846,15.680601
44.25,7.75,1993,13.573235,15.8124485
44.25,7.75,1994,12.162379,16.554935
44.25,7.75,1995,14.25776,14.879221
44.25,7.75,1996,14.482355,14.735736
44.25,7.75,1997,15.115263,16.074444
44.25,7.75,1998,14.402645,16.300985
44.25,7.75,1999,14.657988,16.387482
44.25,7.75,2000,13.897618,16.303947
44.25,7.75,2001,14.701508,16.099945
44.25,7.75,2002,14.576176,15.346182
44.25,7.75,2003,12.298773,18.086416
44.25,7.75,2004,14.39765,15.938876
44.25,7.75,2005,14.628692,16.31055
44.25,7.75,2006,13.172995,16.668583
44.25,7.75,2007,14.779437,16.009441
44.25,7.75,2008,14.182974,15.874639
44.25,7.75,2009,13.889964,17.095095
44.25,7.75,2010,13.48788,15.885953
44.25,7.75,2011,14.545188,16.665768
44.25,7.75,2012,13.337563,16.813652
44.25,7.75,2013,13.437532,15.793524
44.25,7.75,2014,15.895902,15.488373
44.25,7.75,2015,15.310852,17.015265
44.25,7.75,2016,15.647698,16.53891
44.25,10.75,1982,11.787119,17.768478
44.25,10.75,1983,10.476537,17.394716
44.25,10.75,1984,11.773861,15.49297
44.25,10.75,1985,9.366126,17.534302
44.25,10.75,1986,11.524019,17.25413
44.25,10.75,1987,10.623666,17.20395
44.25,10.75,1988,9.816074,17.200256
44.25,10.75,1989,12.421483,16.415863
44.25,10.75,1990,12.010322,17.144367
44.25,10.75,1991,10.314743,17.181198
44.25,10.75,1992,13.137212,17.674929
44.25,10.75,1993,13.90847,17.422775
44.25,10.75,1994,15.073413,18.26942
44.25,10.75,1995,15.138663,16.262705
44.25,10.75,1996,14.242658,16.195501
44.25,10.75,1997,14.956212,17.3576
44.25,10.75,1998,12.618806,17.971066
44.25,10.75,1999,15.8713,17.856403
44.25,10.75,2000,13.98992,17.874182
44.25,10.75,2001,14.902504,17.363539
44.25,10.75,2002,14.5162115,16.903276
44.25,10.75,2003,11.454273,19.790447
44.25,10.75,2004,15.136396,16.99736
44.25,10.75,2005,14.108326,17.477533
44.25,10.75,2006,12.821318,17.87741
44.25,10.75,2007,12.483021,17.426287
44.25,10.75,2008,13.520428,17.301294
44.25,10.75,2009,12.054239,18.472345
44.25,10.75,2010,13.602551,16.999685
44.25,10.75,2011,13.349923,18.316517
44.25,10.75,2012,11.966124,18.46345
44.25,10.75,2013,12.429629,17.426397
44.25,10.75,2014,15.0978155,16.744793
44.25,10.75,2015,13.786693,18.696531
44.25,10.75,2016,14.303396,17.830223
44.25,11.25,1982,10.601578,19.228447
44.25,11.25,1983,10.170758,18.990559
44.25,11.25,1984,11.075874,17.013859
44.25,11.25,1985,9.625108,19.15619
44.25,11.25,1986,11.205585,18.6268
44.25,11.25,1987,10.241192,18.846355
44.25,11.25,1988,9.349217,18.816818
44.25,11.25,1989,11.532188,17.833254
44.25,11.25,1990,11.652904,18.620975
44.25,11.25,1991,10.210315,18.734432
44.25,11.25,1992,12.847755,19.411007
44.25,11.25,1993,12.830394,19.124275
44.25,11.25,1994,13.714006,19.705515
44.25,11.25,1995,14.00812,17.750141
44.25,11.25,1996,13.959251,17.742924
44.25,11.25,1997,14.251071,18.950802
44.25,11.25,1998,12.565253,19.67216
44.25,11.25,1999,15.08513,19.357513
44.25,11.25,2000,13.569542,19.54354
44.25,11.25,2001,14.387786,18.906193
44.25,11.25,2002,14.357722,18.423666
44.25,11.25,2003,11.234888,21.55976
44.25,11.25,2004,14.816501,18.515842
44.25,11.25,2005,14.227389,19.158298
44.25,11.25,2006,13.085434,19.414331
44.25,11.25,2007,12.776414,19.169643
44.25,11.25,2008,13.908833,19.02067
44.25,11.25,2009,12.379347,20.098673
44.25,11.25,2010,13.238466,18.620718
44.25,11.25,2011,13.9583025,20.12261
44.25,11.25,2012,12.182407,20.253948
44.25,11.25,2013,13.075284,19.08427
44.25,11.25,2014,14.791282,18.215748
44.25,11.25,2015,13.73295,20.221874
44.25,11.25,2016,14.248969,19.442755
44.25,11.75,1982,7.058009,20.281433
44.25,11.75,1983,6.905156,20.040653
44.25,11.75,1984,8.359867,18.24561
44.25,11.75,1985,5.3447785,20.249191
44.25,11.75,1986,7.635679,19.66119
44.25,11.75,1987,7.654874,20.14581
44.25,11.75,1988,6.980862,19.921162
44.25,11.75,1989,7.91496,18.828379
44.25,11.75,1990,7.8916535,19.76279
44.25,11.75,1991,7.504186,19.816153
44.25,11.75,1992,8.942548,20.631727
44.25,11.75,1993,9.244362,20.466354
44.25,11.75,1994,9.685424,20.867859
44.25,11.75,1995,9.8423395,18.802345
44.25,11.75,1996,9.500466,18.955002
44.25,11.75,1997,9.961577,20.116974
44.25,11.75,1998,9.259625,20.995985
44.25,11.75,1999,11.047405,20.58939
44.25,11.75,2000,10.11284,20.877542
44.25,11.75,2001,9.550433,20.103382
44.25,11.75,2002,10.549921,19.474276
44.25,11.75,2003,7.2239223,22.4847
44.25,11.75,2004,10.247313,19.66078
44.25,11.75,2005,10.217241,20.116205
44.25,11.75,2006,9.140951,20.254019
44.25,11.75,2007,8.569701,20.488834
44.25,11.75,2008,9.906344,20.26967
44.25,11.75,2009,8.636356,21.22728
44.25,11.75,2010,9.702794,19.641296
44.25,11.75,2011,9.499779,21.321642
44.25,11.75,2012,8.131632,21.56498
44.25,11.75,2013,9.373113,20.192678
44.25,11.75,2014,11.219747,19.179749
44.25,11.75,2015,9.90619,21.313484
44.25,11.75,2016,10.3488035,20.402456
44.75,6.75,1982,4.173969,9.00012
44.75,6.75,1983,4.3000245,8.292278
44.75,6.75,1984,4.009498,6.681314
44.75,6.75,1985,5.4810796,9.034566
44.75,6.75,1986,4.0902467,9.080254
44.75,6.75,1987,5.8050923,8.730997
44.75,6.75,1988,5.6006746,8.7837715
44.75,6.75,1989,4.7434535,8.739018
44.75,6.75,1990,4.1606383,9.280351
44.75,6.75,1991,5.031696,8.828684
44.75,6.75,1992,5.0023565,8.826757
44.75,6.75,1993,6.0685244,8.771837
44.75,6.75,1994,5.8159404,9.334453
44.75,6.75,1995,5.648385,7.686783
44.75,6.75,1996,6.048012,7.503408
44.75,6.75,1997,8.283391,9.009896
44.75,6.75,1998,6.7715282,9.387564
44.75,6.75,1999,6.8551464,9.265107
44.75,6.75,2000,7.9684386,9.220792
44.75,6.75,2001,6.528379,8.891851
44.75,6.75,2002,6.999819,8.44912
44.75,6.75,2003,5.81854,10.800026
44.75,6.75,2004,6.6641326,8.945281
44.75,6.75,2005,6.7172823,9.244362
44.75,6.75,2006,6.8435326,9.442598
44.75,6.75,2007,8.160282,9.064802
44.75,6.75,2008,7.3369226,8.913794
44.75,6.75,2009,7.6512747,10.145047
44.75,6.75,2010,6.873226,8.647296
44.75,6.75,2011,8.887675,9.630377
44.75,6.75,2012,7.4705715,9.944277
44.75,6.75,2013,5.515252,8.495601
44.75,6.75,2014,7.6503677,8.384201
44.75,6.75,2015,6.463251,10.154173
44.75,6.75,2016,6.9030533,9.5464735
44.75,7.25,1982,10.603088,14.717183
44.75,7.25,1983,10.581488,14.298716
44.75,7.25,1984,9.336192,12.729689
44.75,7.25,1985,10.9485655,14.560364
44.75,7.25,1986,10.209357,14.502614
44.75,7.25,1987,10.56056,14.553576
44.75,7.25,1988,10.672442,14.454554
44.75,7.25,1989,12.083683,14.4379425
44.75,7.25,1990,10.398013,14.864491
44.75,7.25,1991,10.889345,14.693622
44.75,7.25,1992,11.633682,14.385852
44.75,7.25,1993,13.584158,14.531354
44.75,7.25,1994,11.526303,15.228155
44.75,7.25,1995,13.475233,13.683017
44.75,7.25,1996,13.578108,13.445299
44.75,7.25,1997,14.551633,14.869301
44.75,7.25,1998,13.6159,15.178126
44.75,7.25,1999,13.490276,15.112765
44.75,7.25,2000,13.912484,15.171244
44.75,7.25,2001,13.859829,14.814133
44.75,7.25,2002,13.62393,14.104012
44.75,7.25,2003,11.442715,16.981604
44.75,7.25,2004,13.991903,14.859515
44.75,7.25,2005,13.830759,15.132876
44.75,7.25,2006,13.459549,15.556175
44.75,7.25,2007,15.302446,14.846959
44.75,7.25,2008,14.0356045,14.530764
44.75,7.25,2009,13.232153,15.725688
44.75,7.25,2010,13.601564,14.546359
44.75,7.25,2011,14.70842,15.418594
44.75,7.25,2012,13.148229,15.325401
44.75,7.25,2013,13.210139,14.576757
44.75,7.25,2014,16.180458,14.2605915
44.75,7.25,2015,14.769877,15.672719
44.75,7.25,2016,14.853129,15.272896
44.75,7.75,1982,8.796412,19.00301
44.75,7.75,1983,9.178934,18.527842
44.75,7.75,1984,9.090876,16.913017
44.75,7.75,1985,8.903454,18.758066
44.75,7.75,1986,9.250181,18.694769
44.75,7.75,1987,9.472726,18.864887
44.75,7.75,1988,9.713887,18.654896
44.75,7.75,1989,9.746233,18.774565
44.75,7.75,1990,8.942585,19.123428
44.75,7.75,1991,9.112705,19.113338
44.75,7.75,1992,10.90348,18.422226
44.75,7.75,1993,11.469169,18.768463
44.75,7.75,1994,10.5017185,19.250702
44.75,7.75,1995,11.586558,17.926722
44.75,7.75,1996,11.619077,17.813406
44.75,7.75,1997,12.1328945,19.31099
44.75,7.75,1998,11.69136,19.71422
44.75,7.75,1999,11.478489,19.467108
44.75,7.75,2000,11.775244,19.430885
44.75,7.75,2001,12.087915,19.166382
44.75,7.75,2002,12.423261,18.202698
44.75,7.75,2003,9.635011,21.902058
44.75,7.75,2004,11.624639,19.301685
44.75,7.75,2005,11.994102,19.571394
44.75,7.75,2006,10.480223,20.120441
44.75,7.75,2007,12.186979,19.231161
44.75,7.75,2008,11.998678,18.93156
44.75,7.75,2009,11.648276,20.411718
44.75,7.75,2010,12.231474,18.898188
44.75,7.75,2011,12.5704,20.050129
44.75,7.75,2012,11.232209,19.523214
44.75,7.75,2013,11.781149,19.195179
44.75,7.75,2014,14.428492,18.443996
44.75,7.75,2015,12.848786,19.844563
44.75,7.75,2016,13.413585,19.779535
44.75,8.25,1982,7.7327776,19.565088
44.75,8.25,1983,8.897607,19.072855
44.75,8.25,1984,9.421124,17.251844
44.75,8.25,1985,8.63247,19.282536
44.75,8.25,1986,9.540752,19.171192
44.75,8.25,1987,8.822667,19.30906
44.75,8.25,1988,9.923308,19.087616
44.75,8.25,1989,9.670597,18.949066
44.75,8.25,1990,8.535119,19.559132
44.75,8.25,1991,8.866456,19.725529
44.75,8.25,1992,10.754126,19.01132
44.75,8.25,1993,12.063321,19.284946
44.75,8.25,1994,11.917765,19.800264
44.75,8.25,1995,12.437191,18.537298
44.75,8.25,1996,11.754656,18.360752
44.75,8.25,1997,12.00941,19.601833
44.75,8.25,1998,11.336885,19.864315
44.75,8.25,1999,12.056526,20.009686
44.75,8.25,2000,11.85004,19.83351
44.75,8.25,2001,12.2374325,19.642023
44.75,8.25,2002,12.755961,18.743166
44.75,8.25,2003,9.898106,22.027058
44.75,8.25,2004,12.648839,19.554264
44.75,8.25,2005,12.4197445,19.72986
44.75,8.25,2006,11.117533,20.347958
44.75,8.25,2007,12.088812,19.503973
44.75,8.25,2008,12.239294,19.184872
44.75,8.25,2009,11.579947,20.612219
44.75,8.25,2010,12.091822,19.360546
44.75,8.25,2011,12.658326,20.387234
44.75,8.25,2012,11.342821,20.039106
44.75,8.25,2013,12.192894,19.382898
44.75,8.25,2014,13.639568,18.86259
44.75,8.25,2015,13.182192,20.302485
44.75,8.25,2016,13.187328,20.09599
44.75,8.75,1982,6.080439,19.252666
44.75,8.75,1983,7.1829567,18.728106
44.75,8.75,1984,7.6069956,16.833408
44.75,8.75,1985,6.7227993,18.89233
44.75,8.75,1986,6.960879,18.782755
44.75,8.75,1987,7.492763,18.894794
44.75,8.75,1988,7.0296507,18.939255
44.75,8.75,1989,7.390232,18.820456
44.75,8.75,1990,7.143784,19.30791
44.75,8.75,1991,6.827013,19.272919
44.75,8.75,1992,8.70015,18.851757
44.75,8.75,1993,9.102726,19.02479
44.75,8.75,1994,8.536036,19.48639
44.75,8.75,1995,8.683291,18.397703
44.75,8.75,1996,8.736778,17.98122
44.75,8.75,1997,9.182015,19.219864
44.75,8.75,1998,8.840839,19.52697
44.75,8.75,1999,9.640109,19.671984
44.75,8.75,2000,8.78968,19.728008
44.75,8.75,2001,9.812806,19.400412
44.75,8.75,2002,9.688301,18.809824
44.75,8.75,2003,7.3362556,21.821808
44.75,8.75,2004,9.309232,19.389374
44.75,8.75,2005,9.8080435,19.495846
44.75,8.75,2006,8.287147,20.102097
44.75,8.75,2007,8.511767,19.015865
44.75,8.75,2008,9.064624,19.051388
44.75,8.75,2009,8.252602,20.40275
44.75,8.75,2010,9.079078,19.094296
44.75,8.75,2011,9.582505,20.001202
44.75,8.75,2012,8.378106,20.010326
44.75,8.75,2013,9.358688,19.132883
44.75,8.75,2014,10.644325,18.724936
44.75,8.75,2015,9.130339,20.228157
44.75,8.75,2016,9.789064,20.0301
44.75,9.25,1982,9.510587,17.456041
44.75,9.25,1983,10.8597555,17.034279
44.75,9.25,1984,10.7179985,15.145157
44.75,9.25,1985,9.636262,17.130707
44.75,9.25,1986,9.648139,16.933174
44.75,9.25,1987,9.583859,17.016872
44.75,9.25,1988,9.634746,16.7821
44.75,9.25,1989,11.38242,16.522583
44.75,9.25,1990,10.919466,17.109272
44.75,9.25,1991,9.295567,17.28001
44.75,9.25,1992,12.258214,17.19818
44.75,9.25,1993,13.188174,17.156338
44.75,9.25,1994,13.543385,17.81725
44.75,9.25,1995,13.592753,16.33525
44.75,9.25,1996,12.932482,16.011688
44.75,9.25,1997,13.3866625,17.283379
44.75,9.25,1998,13.236021,17.591362
44.75,9.25,1999,14.042437,17.62595
44.75,9.25,2000,13.269039,17.516134
44.75,9.25,2001,14.13582,17.200336
44.75,9.25,2002,13.652428,16.656525
44.75,9.25,2003,9.868552,19.59009
44.75,9.25,2004,12.953482,17.122671
44.75,9.25,2005,13.583308,17.344128
44.75,9.25,2006,12.694151,17.795238
44.75,9.25,2007,12.973305,16.978207
44.75,9.25,2008,12.8815,16.982342
44.75,9.25,2009,11.496489,18.29236
44.75,9.25,2010,12.593819,16.811438
44.75,9.25,2011,13.759998,17.872534
44.75,9.25,2012,12.155232,18.017466
44.75,9.25,2013,12.80785,17.032131
44.75,9.25,2014,15.160063,16.597857
44.75,9.25,2015,12.928574,18.294968
44.75,9.25,2016,14.0172,17.722364
44.75,9.75,1982,8.984953,18.455355
44.75,9.75,1983,8.822772,18.11709
44.75,9.75,1984,9.621817,16.113018
44.75,9.75,1985,8.551533,18.18452
44.75,9.75,1986,8.685077,17.916235
44.75,9.75,1987,9.056225,17.99664
44.75,9.75,1988,8.103517,17.772472
44.75,9.75,1989,9.639617,17.449879
44.75,9.75,1990,9.39557,18.04282
44.75,9.75,1991,8.096285,18.389433
44.75,9.75,1992,10.766463,18.496616
44.75,9.75,1993,10.704755,18.281933
44.75,9.75,1994,11.150887,18.858719
44.75,9.75,1995,10.827523,17.302095
44.75,9.75,1996,10.53755,17.09694
44.75,9.75,1997,11.484225,18.282396
44.75,9.75,1998,10.362814,18.764858
44.75,9.75,1999,11.846011,18.686108
44.75,9.75,2000,10.815501,18.596994
44.75,9.75,2001,11.74954,18.1694
44.75,9.75,2002,11.823887,17.750118
44.75,9.75,2003,8.40532,20.71423
44.75,9.75,2004,11.523672,18.12061
44.75,9.75,2005,11.572678,18.416004
44.75,9.75,2006,10.415113,18.813065
44.75,9.75,2007,10.505068,18.246784
44.75,9.75,2008,10.710682,18.243935
44.75,9.75,2009,9.387383,19.351032
44.75,9.75,2010,10.641319,17.739891
44.75,9.75,2011,11.101758,19.088095
44.75,9.75,2012,10.229958,19.278917
44.75,9.75,2013,10.138628,18.140898
44.75,9.75,2014,12.094712,17.512638
44.75,9.75,2015,10.680388,19.500843
44.75,9.75,2016,11.694429,18.916973
44.75,10.25,1982,8.048808,20.011011
44.75,10.25,1983,7.294209,19.699795
44.75,10.25,1984,9.13876,17.655907
44.75,10.25,1985,6.917216,19.729334
44.75,10.25,1986,8.0362625,19.333736
44.75,10.25,1987,8.664323,19.723606
44.75,10.25,1988,7.3040943,19.493881
44.75,10.25,1989,8.12549,18.918066
44.75,10.25,1990,8.075754,19.741133
44.75,10.25,1991,7.203411,19.980091
44.75,10.25,1992,9.544382,20.341913
44.75,10.25,1993,8.948782,19.98373
44.75,10.25,1994,9.366039,20.394405
44.75,10.25,1995,9.874674,18.841736
44.75,10.25,1996,9.016626,18.825018
44.75,10.25,1997,10.135141,20.121506
44.75,10.25,1998,9.519188,20.682299
44.75,10.25,1999,10.389609,20.474232
44.75,10.25,2000,9.70156,20.267963
44.75,10.25,2001,10.215011,19.683302
44.75,10.25,2002,10.438927,19.399212
44.75,10.25,2003,7.031878,22.321182
44.75,10.25,2004,10.64935,19.763546
44.75,10.25,2005,9.976009,19.977238
44.75,10.25,2006,8.970448,20.289066
44.75,10.25,2007,8.913197,20.143879
44.75,10.25,2008,9.756095,20.028233
44.75,10.25,2009,7.7964973,21.005219
44.75,10.25,2010,9.180492,19.243952
44.75,10.25,2011,9.885979,20.720798
44.75,10.25,2012,8.479793,21.164541
44.75,10.25,2013,7.947114,19.588305
44.75,10.25,2014,10.185434,18.949265
44.75,10.25,2015,9.033492,21.097641
44.75,10.25,2016,10.032301,20.431677
44.75,10.75,1982,6.529441,21.172573
44.75,10.75,1983,6.040759,20.911558
44.75,10.75,1984,7.6728196,18.81539
44.75,10.75,1985,6.0882926,20.950037
44.75,10.75,1986,6.992269,20.486532
44.75,10.75,1987,7.9430475,20.959074
44.75,10.75,1988,6.743355,20.72602
44.75,10.75,1989,7.6290116,19.929941
44.75,10.75,1990,7.126914,20.772991
44.75,10.75,1991,6.5016103,21.048574
44.75,10.75,1992,7.9697247,21.750881
44.75,10.75,1993,7.7186694,21.225883
44.75,10.75,1994,7.4557667,21.488873
44.75,10.75,1995,8.202107,19.808455
44.75,10.75,1996,8.437941,19.926876
44.75,10.75,1997,8.724642,21.31885
44.75,10.75,1998,8.556206,21.904892
44.75,10.75,1999,9.144942,21.600046
44.75,10.75,2000,8.998391,21.612698
44.75,10.75,2001,8.902874,20.903648
44.75,10.75,2002,9.106455,20.471807
44.75,10.75,2003,6.1968193,23.448103
44.75,10.75,2004,8.922131,20.800419
44.75,10.75,2005,8.755449,21.116909
44.75,10.75,2006,7.9869184,21.449707
44.75,10.75,2007,7.832479,21.418507
44.75,10.75,2008,8.77474,21.153622
44.75,10.75,2009,6.610488,22.244343
44.75,10.75,2010,8.229739,20.34756
44.75,10.75,2011,8.105278,21.968643
44.75,10.75,2012,7.200359,22.539698
44.75,10.75,2013,6.7432437,20.971663
44.75,10.75,2014,9.125008,20.167294
44.75,10.75,2015,7.3676295,22.380545
44.75,10.75,2016,9.31126,21.592785
44.75,11.25,1982,5.347466,21.947556
44.75,11.25,1983,5.3226523,21.704996
44.75,11.25,1984,6.171896,19.542189
44.75,11.25,1985,4.597615,21.80055
44.75,11.25,1986,5.6098714,21.342442
44.75,11.25,1987,6.5428014,21.794872
44.75,11.25,1988,5.818292,21.571163
44.75,11.25,1989,6.76138,20.629034
44.75,11.25,1990,5.76847,21.668865
44.75,11.25,1991,5.813603,21.740013
44.75,11.25,1992,7.018479,22.740866
44.75,11.25,1993,6.558454,22.160448
44.75,11.25,1994,6.0673246,22.4035
44.75,11.25,1995,6.6971292,20.611126
44.75,11.25,1996,6.9268594,20.80772
44.75,11.25,1997,7.0135884,22.130863
44.75,11.25,1998,7.5414915,22.852299
44.75,11.25,1999,7.7809815,22.451654
44.75,11.25,2000,7.9165525,22.710041
44.75,11.25,2001,7.8201804,21.784132
44.75,11.25,2002,7.7088223,21.292465
44.75,11.25,2003,5.594903,24.387884
44.75,11.25,2004,7.243896,21.652374
44.75,11.25,2005,7.748452,21.948908
44.75,11.25,2006,6.4754553,22.376942
44.75,11.25,2007,6.3224487,22.39427
44.75,11.25,2008,7.6552844,22.100948
44.75,11.25,2009,5.8685484,23.08314
44.75,11.25,2010,7.225029,21.083906
44.75,11.25,2011,7.2186074,22.921438
44.75,11.25,2012,6.06086,23.63726
44.75,11.25,2013,6.128215,21.82215
44.75,11.25,2014,8.2367,20.925966
44.75,11.25,2015,7.220309,23.314405
44.75,11.25,2016,8.042383,22.39802
44.75,11.75,1982,4.776486,22.114792
44.75,11.75,1983,4.691135,21.92323
44.75,11.75,1984,5.7373586,19.832985
44.75,11.75,1985,4.135002,21.920004
44.75,11.75,1986,5.3677034,21.66791
44.75,11.75,1987,6.393576,22.089764
44.75,11.75,1988,5.7875357,21.75888
44.75,11.75,1989,6.0688987,20.874348
44.75,11.75,1990,5.330889,21.845537
44.75,11.75,1991,5.381879,21.77245
44.75,11.75,1992,6.6475587,22.759632
44.75,11.75,1993,6.1816645,22.37287
44.75,11.75,1994,5.684067,22.758204
44.75,11.75,1995,6.52648,20.759127
44.75,11.75,1996,6.647959,21.121767
44.75,11.75,1997,7.0445166,22.142614
44.75,11.75,1998,7.2852216,22.915377
44.75,11.75,1999,7.454269,22.629156
44.75,11.75,2000,7.595192,23.118885
44.75,11.75,2001,7.204696,22.15035
44.75,11.75,2002,7.3709073,21.563293
44.75,11.75,2003,5.0767503,24.489744
44.75,11.75,2004,6.9317207,21.858547
44.75,11.75,2005,7.447814,22.039034
44.75,11.75,2006,6.290365,22.388067
44.75,11.75,2007,6.1028895,22.62144
44.75,11.75,2008,7.3938384,22.239403
44.75,11.75,2009,5.750355,23.195328
44.75,11.75,2010,6.905623,21.351576
44.75,11.75,2011,7.379421,23.252565
