lat,lon,year,potential_evaporation
45.75,11.25,1989,1052.598870754242
45.75,11.25,1990,1158.8300514221191
45.75,11.25,1991,1136.0162615776062
45.75,11.25,1992,1171.0770864486694
45.75,11.25,1993,1209.3970022201538
45.75,11.25,1994,1222.5493240356445
45.75,11.25,1995,1086.8185720443726
45.75,11.25,1996,1135.94788980484
45.75,11.25,1997,1142.4889450073242
45.75,11.25,1998,1212.5754489898682
45.75,11.25,1999,1091.6186776161194
45.75,11.25,2000,1247.3688855171204
45.75,11.25,2001,1243.388292312622
45.75,11.25,2002,1057.9938163757324
45.75,11.25,2003,1464.313660621643
45.75,11.25,2004,1196.9131245613098
45.75,11.25,2005,1170.2653422355652
45.75,11.25,2006,1273.2663788795471
45.75,11.25,2007,1173.938054561615
45.75,11.25,2008,1094.1178884506226
45.75,11.25,2009,1240.7262535095215
45.75,11.25,2010,1103.0274724960327
45.75,11.25,2011,1211.8991451263428
45.75,11.25,2012,1223.8963713645935
45.75,11.25,2013,1206.5069789886475
45.75,11.25,2014,1073.6101422309875
45.75,11.25,2015,1255.7875032424927
45.75,11.25,2016,1181.4557285308838
45.75,11.75,1982,762.0885915756226
45.75,11.75,1983,821.0192975997925
45.75,11.75,1984,711.3256556987762
45.75,11.75,1985,783.0858120918274
45.75,11.75,1986,801.3435740470886
45.75,11.75,1987,783.4055352210999
45.75,11.75,1988,783.0803318023682
45.75,11.75,1989,724.6001868247986
45.75,11.75,1990,819.368824005127
45.75,11.75,1991,805.5308170318604
45.75,11.75,1992,828.2972598075867
45.75,11.75,1993,907.6813912391663
45.75,11.75,1994,871.3166680335999
45.75,11.75,1995,769.2851266860962
45.75,11.75,1996,813.0651326179504
45.75,11.75,1997,827.650224685669
45.75,11.75,1998,867.2240223884583
45.75,11.75,1999,808.5007276535034
45.75,11.75,2000,909.6480937004089
45.75,11.75,2001,862.9412670135498
45.75,11.75,2002,752.5075931549072
45.75,11.75,2003,1006.1353425979614
45.75,11.75,2004,851.0424942970276
45.75,11.75,2005,822.6354508399963
45.75,11.75,2006,877.936155796051
45.75,11.75,2007,825.1672592163086
45.75,11.75,2008,791.0067644119263
45.75,11.75,2009,880.3741164207458
45.75,11.75,2010,778.3830399513245
45.75,11.75,2011,885.6845369338989
45.75,11.75,2012,898.1348266601562
45.75,11.75,2013,840.0814905166626
45.75,11.75,2014,765.3394203186035
45.75,11.75,2015,882.4917898178101
45.75,11.75,2016,835.5926923751831
46.25,11.75,1982,1385.9320039749146
46.25,11.75,1983,1580.7801933288574
46.25,11.75,1984,1335.0352544784546
46.25,11.75,1985,1477.6752924919128
46.25,11.75,1986,1451.8482570648193
46.25,11.75,1987,1415.2600297927856
46.25,11.75,1988,1388.4462532997131
46.25,11.75,1989,1393.636643409729
46.25,11.75,1990,1550.190058708191
46.25,11.75,1991,1512.94882106781
46.25,11.75,1992,1506.5723581314087
46.25,11.75,1993,1523.5734748840332
46.25,11.75,1994,1587.5395183563232
46.25,11.75,1995,1462.3262376785278
46.25,11.75,1996,1464.1123418807983
46.25,11.75,1997,1497.4808568954468
46.25,11.75,1998,1562.1925134658813
46.25,11.75,1999,1377.7477140426636
46.25,11.75,2000,1603.2160158157349
46.25,11.75,2001,1555.496494293213
46.25,11.75,2002,1368.4276452064514
46.25,11.75,2003,1893.9089794158936
46.25,11.75,2004,1552.6582708358765
46.25,11.75,2005,1554.3375730514526
46.25,11.75,2006,1608.9169702529907
46.25,11.75,2007,1524.3301486968994
46.25,11.75,2008,1429.3713684082031
46.25,11.75,2009,1549.110421180725
46.25,11.75,2010,1466.6250114440918
46.25,11.75,2011,1566.3652429580688
46.25,11.75,2012,1547.797043800354
46.25,11.75,2013,1557.9460921287537
46.25,11.75,2014,1335.4013977050781
46.25,11.75,2015,1564.7341899871826
46.25,11.75,2016,1521.2248220443726
46.25,12.25,1982,1072.5168118476868
46.25,12.25,1983,1195.7729606628418
46.25,12.25,1984,964.2383298873901
46.25,12.25,1985,1127.8998045921326
46.25,12.25,1986,1128.671546459198
46.25,12.25,1987,1069.7175588607788
46.25,12.25,1988,1093.0979971885681
46.25,12.25,1989,1080.858937740326
46.25,12.25,1990,1183.798629283905
46.25,12.25,1991,1177.9345216751099
46.25,12.25,1992,1193.9526891708374
46.25,12.25,1993,1198.5425262451172
46.25,12.25,1994,1211.9684953689575
46.25,12.25,1995,1120.1994915008545
46.25,12.25,1996,1136.685317516327
46.25,12.25,1997,1146.2614178657532
46.25,12.25,1998,1220.6114678382874
46.25,12.25,1999,1094.8221235275269
46.25,12.25,2000,1246.5931630134583
46.25,12.25,2001,1234.8793563842773
46.25,12.25,2002,1082.3058700561523
46.25,12.25,2003,1473.1806497573853
46.25,12.25,2004,1167.6748185157776
46.25,12.25,2005,1185.8547887802124
46.25,12.25,2006,1245.8758616447449
46.25,12.25,2007,1185.9610433578491
46.25,12.25,2008,1112.4697170257568
46.25,12.25,2009,1210.9436807632446
46.25,12.25,2010,1140.146701335907
46.25,12.25,2011,1264.7664337158203
46.25,12.25,2012,1225.3400182724
46.25,12.25,2013,1252.7266540527344
46.25,12.25,2014,1093.1653323173523
46.25,12.25,2015,1234.1299815177917
46.25,12.25,2016,1214.2964906692505
46.75,12.25,1982,1250.44517993927
46.75,12.25,1983,1364.4503798484802
46.75,12.25,1984,1164.7223830223083
46.75,12.25,1985,1320.6402115821838
46.75,12.25,1986,1352.2149925231934
46.75,12.25,1987,1226.0769629478455
46.75,12.25,1988,1244.252899646759
46.75,12.25,1989,1280.6152572631836
46.75,12.25,1990,1433.3118524551392
46.75,12.25,1991,1301.302101612091
46.75,12.25,1992,1329.355878829956
46.75,12.25,1993,1307.3427467346191
46.75,12.25,1994,1432.2307062149048
46.75,12.25,1995,1296.625407218933
46.75,12.25,1996,1307.5159912109375
46.75,12.25,1997,1323.240267753601
46.75,12.25,1998,1343.3610877990723
46.75,12.25,1999,1219.8768711090088
46.75,12.25,2000,1432.9533534049988
46.75,12.25,2001,1329.1397852897644
46.75,12.25,2002,1295.5779190063477
46.75,12.25,2003,1730.0199375152588
46.75,12.25,2004,1362.6853065490723
46.75,12.25,2005,1404.0770282745361
46.75,12.25,2006,1477.7820258140564
46.75,12.25,2007,1362.138635635376
46.75,12.25,2008,1275.6269083023071
46.75,12.25,2009,1362.7264375686646
46.75,12.25,2010,1309.566523551941
46.75,12.25,2011,1357.442268371582
46.75,12.25,2012,1372.932336807251
46.75,12.25,2013,1465.8461375236511
46.75,12.25,2014,1194.035376548767
46.75,12.25,2015,1459.08278465271
46.75,12.25,2016,1351.698010444641
