year,lat,lon,yield_wheat_spring,temperature,precipitation,soil_water,solar_radiation,potential_evaporation,temperature_Mar,temperature_Apr,temperature_May,temperature_Jun,temperature_Jul,precipitation_Mar,precipitation_Apr,precipitation_May,precipitation_Jun,precipitation_Jul,soil_water_Mar,soil_water_Apr,soil_water_May,soil_water_Jun,soil_water_Jul,solar_radiation_Mar,solar_radiation_Apr,solar_radiation_May,solar_radiation_Jun,solar_radiation_Jul,potential_evaporation_Mar,potential_evaporation_Apr,potential_evaporation_May,potential_evaporation_Jun,potential_evaporation_Jul
1986,45.25,8.25,2.942291,15.13630258647445,568.9858459234238,0.3563527258393032,2191891778.0,762.9975242614746,6.2932434,10.097615,17.566921,19.532711,22.170303,58.19066143035889,284.146671295166,109.57699084281921,59.969215393066406,57.102306962013245,0.40627685,0.41377077,0.375141,0.33290774,0.2547632,301114222.0,294465630.0,485482134.0,559122420.0,551707372.0,78.37325859069824,90.04024744033813,161.8273253440857,198.4174633026123,234.33922958374023
1987,45.25,8.25,3.3117194,14.396776180641323,376.17801570892334,0.33131854577002184,2442736626.0,850.1252498626709,4.372386,11.655379,14.4708805,18.518337,23.01142,17.2510404586792,115.20982503890991,77.30560255050659,83.46292018890381,82.94862747192383,0.37239382,0.3578406,0.330625,0.3252417,0.27115113,350714718.0,462436500.0,556296860.0,538407480.0,534881068.0,94.20965147018433,147.44730949401855,191.83328342437744,193.6681079864502,222.96689748764038
1988,45.25,8.25,2.631729,15.234910157770893,580.6550669670105,0.3712699567180833,2256898908.0,751.4798293113708,7.305467,11.717595,16.04783,18.408478,22.684092,83.97843432426453,132.19385147094727,184.26084423065186,133.36432456970215,46.8576123714447,0.34041992,0.3984308,0.4082776,0.39465824,0.31619385,388152054.0,372231900.0,428816738.0,514874100.0,552824116.0,123.35389566421509,115.20898818969727,136.73760795593262,169.02668952941895,207.15264797210693
1989,45.25,8.25,2.714115,15.892680928598043,517.1526856422424,0.3260251517389335,2407857385.0,863.1455547809601,9.744639,10.662535,16.747738,19.390738,22.861881,24.113683581352234,325.3652286529541,25.946054339408875,57.051236629486084,84.67648243904114,0.35347536,0.4144989,0.30802736,0.27439088,0.28092164,376206917.0,346496940.0,579983402.0,558573600.0,546596526.0,108.97428631782532,107.9143738746643,206.52889394760132,219.82967376708984,219.8983268737793
1990,45.25,8.25,2.8972304,16.15214352825888,435.15266358852386,0.323076968683916,2438562790.0,871.4395930767059,10.059498,10.677492,17.187946,19.467144,23.298971,36.9502899646759,203.16493034362793,105.80539059638977,50.700119733810425,38.531932950019836,0.33171692,0.3979071,0.3348883,0.32651368,0.22688356,382464236.0,408224970.0,526566620.0,517407000.0,603899964.0,117.58248209953308,127.33036994934082,181.5793685913086,181.98100090026855,262.9663715362549
1991,45.25,8.25,3.7962513,15.65641707376717,421.63562655448914,0.3182646633168451,2459819027.0,927.4704673290253,9.851048,10.211776,13.593991,19.48489,25.088245,148.92977666854858,72.25269556045532,114.77135396003723,53.053797483444214,32.628002882003784,0.40404052,0.38136655,0.36071658,0.27226502,0.17348634,283576189.0,462522960.0,551399232.0,549304140.0,613016506.0,78.37681365013123,139.31754112243652,187.4961700439453,221.43047332763672,300.8494691848755
1992,45.25,8.25,3.987301,15.389266176161422,571.9760715961456,0.35625165993092106,2271656102.0,754.4061632156372,8.559016,11.362152,17.18079,17.95034,21.84674,79.46367883682251,88.7175464630127,54.354634046554565,248.96787643432617,100.47233581542969,0.340401,0.37416506,0.3127881,0.40123963,0.3546936,364747829.0,398155140.0,498090051.0,464908950.0,545754132.0,103.50158643722534,128.89500617980957,184.69027471542358,151.3088893890381,186.01040649414062
1993,45.25,8.25,4.377054,15.264314589157603,467.15702867507935,0.3556467602455538,2400398447.0,803.6738352775574,6.6966515,11.441725,16.755447,20.46873,21.003593,70.92543864250183,140.62178134918213,85.28957867622375,94.35665130615234,75.96357870101929,0.38199282,0.38500547,0.38346925,0.32925352,0.2986084,360547577.0,387418680.0,531816408.0,551372640.0,569243142.0,97.09318161010742,120.75736999511719,172.1828956604004,198.06635856628418,215.5740294456482
1994,45.25,8.25,3.4244704,16.62753778968761,376.91337990760803,0.324153844437568,2421590554.0,871.8517582416534,10.787326,11.034366,16.3056,20.066113,24.874783,18.179214000701904,104.72029209136963,143.49393558502197,74.32389736175537,36.196040868759155,0.3503876,0.34704834,0.36545897,0.3198535,0.23862061,387623194.0,444586380.0,437829554.0,566353080.0,585198346.0,108.33004450798035,150.9389877319336,150.92285680770874,210.92665672302246,250.7332124710083
1995,45.25,8.25,2.6740618,15.474983146767212,473.99985522031784,0.3324883247123045,2484679342.0,874.9340724945068,6.52711,12.573041,15.812363,18.310417,24.14984,17.642076671123505,130.03352165222168,178.16803407669067,94.46087121963501,53.69535160064697,0.35829654,0.3070221,0.3675159,0.36423096,0.2655786,409205208.0,442867680.0,508361064.0,562082400.0,562162990.0,122.96950578689575,159.71148490905762,174.01808977127075,189.65161800384521,228.5833740234375
1996,45.25,8.25,3.1387892,15.282330724928114,341.0519882440567,0.33363544999384415,2362143636.0,846.7351694107056,6.3000135,12.023821,15.697626,20.8462,21.618359,38.72099411487579,70.62384366989136,103.25936937332153,82.58055210113525,45.867228984832764,0.39028078,0.3564868,0.38182798,0.28246456,0.2562036,311025325.0,430495200.0,507055251.0,586772460.0,526795400.0,82.03533935546875,138.65437030792236,169.84554386138916,234.12938117980957,222.07053470611572
1997,45.25,8.25,2.632253,16.438665838802564,358.6003367006779,0.27801346175031727,2589759715.0,1036.7730255126953,10.766644,12.706049,17.995977,19.200275,21.493061,8.117151349782944,19.462754130363464,29.76154774427414,222.05260276794434,79.20628070831299,0.28799254,0.20085387,0.21295592,0.3566046,0.33170655,444903661.0,562605000.0,560224002.0,449282460.0,572744592.0,154.72356271743774,244.8251724243164,263.8605318069458,165.44890880584717,207.9148497581482
1998,45.25,8.25,3.381139,16.130144823610394,422.6594184935093,0.3272492007102842,2515088789.0,918.9901428222656,8.317988,11.00275,16.967575,20.804895,23.542913,12.413339048624039,162.73301124572754,116.02702903747559,69.108567237854,62.377471923828125,0.33891052,0.37119994,0.335412,0.33710083,0.25535828,411114157.0,388681740.0,554929512.0,576967560.0,583395820.0,131.1011610031128,127.2938060760498,202.63433742523193,209.68970775604248,248.2711305618286
1999,45.25,8.25,3.232091,16.434576096877553,447.43728852272034,0.33553416033585864,2397033168.0,903.4074440002441,8.384638,11.995725,17.74123,20.189102,23.84011,101.33374667167664,72.95108556747437,144.21224975585938,79.99136924743652,48.94883728027344,0.36882445,0.37440124,0.37709838,0.3224585,0.2357202,353994921.0,440276730.0,474274859.0,546849840.0,581636818.0,105.78525018692017,143.48027229309082,167.03409051895142,214.2294216156006,272.87840938568115
2000,45.25,8.25,3.6133626,16.26825172449249,497.9794988632202,0.33278730492186703,2436057013.0,879.6832480430603,9.038335,12.039675,17.92477,21.397268,20.970257,59.78581142425537,171.6646385192871,95.5402340888977,86.52525901794434,84.4635558128357,0.32178468,0.4002521,0.3700531,0.29428038,0.27850038,389305223.0,383713350.0,535422390.0,579085620.0,548530430.0,119.4885926246643,122.97573566436768,184.55701541900635,232.457857131958,220.20404720306396
2001,45.25,8.25,2.3903015,16.185900706870882,449.17792081832886,0.33842433024855223,2397059641.0,885.9158992767334,8.854429,10.821326,17.468382,20.668049,23.088852,142.9256730079651,40.673253536224365,117.162682056427,47.77674078941345,100.63957142829895,0.40722227,0.36354613,0.38375363,0.26190856,0.2740332,279754075.0,435786870.0,503989506.0,615761760.0,561767430.0,79.5248613357544,141.32161617279053,169.09228515625,257.95838356018066,238.0187530517578
2002,45.25,8.25,3.1737747,16.115993761548808,643.602318406105,0.3540224101808336,2340718444.0,815.0281076431274,9.781528,11.660406,15.78689,21.734762,21.653904,46.021371483802795,82.85301446914673,292.7279987335205,101.95828914642334,120.04164457321167,0.3644635,0.34530824,0.39910585,0.34395754,0.31667113,386608657.0,404249520.0,471852581.0,550992000.0,527015686.0,122.22635793685913,137.62839317321777,153.8551378250122,203.39431285858154,197.9239058494568
2003,45.25,8.25,3.071443,18.49512322120417,200.93972854316235,0.25780246440881216,2567230020.0,1137.4846510887146,9.351965,11.832614,19.46096,25.952942,25.90279,5.479232117533684,63.20491075515747,43.56958520412445,54.32803988456726,34.35796058177948,0.30257446,0.31547242,0.26461792,0.21514098,0.19169068,405402810.0,403352010.0,579499926.0,590484480.0,588490794.0,125.97571134567261,152.5019359588623,255.10553646087646,288.874568939209,315.02689838409424
2004,45.25,8.25,3.0656016,15.663004130319832,381.0457369685173,0.31642401228153627,2464408614.0,952.8119919300079,6.6738486,11.220732,14.963626,21.459108,24.041378,47.891029715538025,149.55875873565674,115.73920965194702,36.96143388748169,30.89530497789383,0.40346068,0.38374266,0.35939512,0.2443451,0.19102295,322437758.0,421311300.0,543051862.0,585058380.0,592549314.0,83.27357172966003,131.19385242462158,183.89536046981812,256.42075538635254,298.02845191955566
2005,45.25,8.25,3.8389082,16.552913781085046,347.18925654888153,0.32222461642003525,2475784072.0,946.0173432826996,7.3378577,11.366692,17.670902,22.557491,23.858025,50.062886476516724,112.80788898468018,55.669551491737366,59.585580825805664,69.0633487701416,0.38150817,0.40145388,0.32149476,0.2431659,0.26350588,341365800.0,401238420.0,581016880.0,566312820.0,585850152.0,85.46239447593689,125.37749290466309,217.83382034301758,252.13088035583496,265.21275520324707
2006,45.25,8.25,3.6817632,16.839449377620923,208.28451389074326,0.28995771579493107,2545762204.0,1044.1218621730804,6.4415665,12.12194,16.58836,22.022728,27.037678,35.58691358566284,54.81489300727844,67.52974343299866,20.455023050308228,29.897940814495087,0.3757886,0.3570044,0.3298108,0.20676148,0.17990234,351910388.0,457818660.0,509033144.0,612373800.0,614626212.0,99.5385525226593,143.28361988067627,183.4542670249939,283.2428741455078,334.60254859924316
2007,45.25,8.25,3.2355518,16.747103441774456,372.7338043451309,0.31491120432326997,2550508371.0,962.9566740989685,7.5635366,14.890546,17.45543,20.233292,23.645283,60.763142347335815,22.610272765159607,144.1156349182129,127.5519847869873,17.692769527435303,0.3611926,0.31760985,0.33229432,0.36536804,0.1998059,377236117.0,500305740.0,532687384.0,509459820.0,630819310.0,108.69617128372192,168.85188102722168,194.98420429229736,182.143292427063,308.28112506866455
2008,45.25,8.25,3.280725,15.715354620241651,554.7421070337296,0.35915567535980075,2315794395.0,802.3813605308533,8.203592,11.203065,16.666307,20.27242,22.232832,35.674359917640686,128.86725425720215,177.4621810913086,133.54554176330566,79.19277000427246,0.35794982,0.3613495,0.36391664,0.3853003,0.32817626,369943832.0,393394470.0,459895571.0,526802400.0,565758122.0,117.95239305496216,135.87833404541016,162.7933259010315,176.7857551574707,208.97155237197876
2009,45.25,8.25,3.7145154,16.90601519665687,600.2020885944366,0.3138166362164067,2502943437.0,979.7230267524719,8.1164,12.470781,18.468967,21.5108,23.968597,118.97808313369751,332.0991611480713,31.40600848197937,59.15112376213074,58.56771206855774,0.3731622,0.4115552,0.31145936,0.25392273,0.22020447,352908805.0,396417300.0,585676800.0,589172640.0,578767892.0,106.55929231643677,125.51344871520996,219.27538585662842,256.4502811431885,271.9246187210083
2010,45.25,8.25,3.2378597,15.83587863086875,538.9169628620148,0.3449242610752193,2363171227.0,843.33123087883,6.6553063,11.943463,15.474699,20.38373,24.743338,101.00748682022095,61.35848522186279,210.3652982711792,119.736328125,46.44936442375183,0.41371092,0.37685055,0.3772534,0.3292389,0.22809143,270703656.0,459318540.0,497162283.0,544414740.0,591572008.0,73.47062468528748,141.90207481384277,170.34298610687256,196.43566131591797,261.1798839569092
2011,45.25,8.25,3.6614377,16.721463645984922,506.40535521507263,0.32264764129725937,2486470605.0,938.1078779697418,8.064692,14.7821,18.878933,20.359797,21.576603,175.9079031944275,32.40041971206665,45.35342311859131,163.4238052368164,89.31980395317078,0.40654358,0.29195374,0.26024717,0.35880005,0.29586974,317774211.0,509028180.0,599999296.0,515279220.0,544389698.0,87.93300557136536,183.16529273986816,257.5646915435791,184.48625564575195,224.95863246917725
2012,45.25,8.25,3.6882415,16.44505246480306,501.6297562122345,0.35123101227423725,2419376995.0,848.5683791637421,10.490458,11.04211,16.14941,21.324694,23.20171,61.17810130119324,163.4022045135498,133.99670886993408,67.98344135284424,75.06930017471313,0.3780029,0.39586428,0.38236207,0.32269105,0.2777539,404209465.0,358777050.0,527387500.0,542678280.0,586324700.0,115.21210741996765,115.62083959579468,177.92197370529175,201.2925624847412,238.52089595794678
2013,45.25,8.25,3.014404,15.094647267285515,782.0165944099426,0.3718818465089486,2267432289.5,772.4604296684265,5.5520387,11.994519,14.539937,19.741684,23.694958,188.92592477798462,180.5005645751953,233.37423419952393,71.57233715057373,107.64353370666504,0.42280516,0.40889525,0.40660462,0.33443177,0.28665835,243993637.5,361594620.0,504944368.0,591042900.0,565856764.0,62.234619140625,109.51021671295166,163.0121283531189,212.3928451538086,225.31062030792236
2014,45.25,8.25,2.8801506,16.350148867937474,590.3200476169586,0.34807151614450943,2417504420.0,866.3787140846252,9.603348,13.629488,16.031761,21.08179,21.469227,115.341796875,98.5442590713501,80.74541449546814,103.64521265029907,192.0433645248413,0.3771698,0.34660214,0.33826232,0.31696045,0.3603119,364924219.0,433140780.0,552432772.0,547245180.0,519761469.0,105.87811040878296,144.73322868347168,206.94995784759521,218.6194610595703,190.19795608520508
2015,45.25,8.25,3.1887724,17.31233847998326,470.9810446500778,0.33668604006175123,2477932224.0,906.5121655464172,8.748927,12.921338,17.381136,21.322285,26.175714,105.96503567695618,85.65357685089111,110.34756660461426,127.90772438049316,41.10714113712311,0.38594848,0.35185057,0.37091675,0.34762996,0.22792664,342415212.0,485293020.0,527160580.0,553336980.0,569726432.0,110.07786989212036,163.8764476776123,182.91491794586182,196.10702991485596,253.5359001159668
2016,45.25,8.25,3.4768353,16.097887032951405,450.00929021835327,0.3609546331408756,2415951588.0,851.7887716293335,7.7215757,13.051096,15.557144,20.435705,23.76556,67.12455534934998,60.44360160827637,141.4124002456665,95.84936857223511,85.17936444282532,0.39321348,0.37256345,0.37191105,0.36928162,0.29844666,339771842.0,424111110.0,505959928.0,569643000.0,576465708.0,99.84707403182983,146.16878986358643,174.6918067932129,199.35622215270996,231.72487878799438
1982,45.25,8.75,2.7467728,16.075578552445556,354.05236625671387,0.3209894537146575,2433368984.0,811.9450507164001,6.8236923,11.199,16.386135,21.772902,24.22264,83.53351974487305,48.75239610671997,73.79538416862488,36.03891134262085,111.93215489387512,0.40753174,0.3725006,0.34119385,0.23487978,0.24772522,348249536.0,455319420.0,544375128.0,554303760.0,531121140.0,88.48504495620728,131.75750255584717,172.49622869491577,211.55300617218018,207.65326833724976
1983,45.25,8.75,2.291666,16.011130893931668,517.3034111261368,0.35985715132133633,2247636542.0,707.8610756397247,8.268333,11.765688,15.055636,19.751299,25.198399,164.2894811630249,124.73628044128418,137.1881914138794,70.3972864151001,20.692171692848206,0.40726686,0.40622497,0.4037384,0.3368988,0.24591187,312648981.0,359648940.0,440424781.0,536355300.0,598558540.0,78.59574913978577,111.11637353897095,131.6488618850708,170.5479097366333,215.95218133926392
1984,45.25,8.75,2.6868227,14.248128055747038,492.1601271033287,0.3462913796987409,2361318350.0,752.8893847465515,6.3501472,10.584983,12.730707,18.63758,22.960651,77.51375460624695,100.45002222061157,237.7747917175293,64.04018640518188,12.381372153759003,0.39677125,0.38639712,0.41609436,0.33918518,0.19407348,352651350.0,451225590.0,402308204.0,542276040.0,612857166.0,87.06736707687378,130.1270341873169,117.77336883544922,170.6574010848999,247.26421356201172
1985,45.25,8.75,2.8643873,15.442515906165628,469.0629893541336,0.34406208164162105,2295658452.0,736.4848182201385,6.840216,11.926092,15.348361,18.973831,24.12456,159.55346202850342,48.88374209403992,159.1997447013855,74.30838346481323,27.11765706539154,0.41920534,0.36440736,0.377135,0.33848387,0.22155519,279544422.0,470510400.0,456067536.0,514548900.0,574987194.0,74.20506596565247,142.28854179382324,139.00206995010376,163.92803192138672,217.06110858917236
1986,45.25,8.75,2.7168295,15.566503998500849,476.1970796585083,0.3529321622419981,2255223507.0,714.7900340557098,6.7341805,10.943865,17.949577,19.69482,22.494131,52.32698631286621,223.05137157440186,103.73053669929504,52.73576617240906,44.35241889953613,0.41152343,0.41676456,0.3718469,0.33278257,0.23315246,317195596.0,306709530.0,505975893.0,559340520.0,566001968.0,75.01221966743469,87.45349645614624,156.81204557418823,178.947172164917,216.56510019302368
1987,45.25,8.75,3.153512,15.040294640983632,313.53352719545364,0.31914589257022136,2477546035.0,818.690004825592,4.8394957,12.015927,14.919708,19.284588,24.181107,19.908068597316742,100.04440069198608,72.15605092048645,64.8672080039978,56.557798981666565,0.37240475,0.37215453,0.333988,0.2938324,0.22424316,351425517.0,457433280.0,558392026.0,557181060.0,553114152.0,88.39899921417236,132.73537158966064,179.0752911567688,190.21392345428467,228.26641941070557
1988,45.25,8.75,2.4045467,15.863325287314023,445.55269753932953,0.3599441988405839,2310105819.0,726.33287525177,7.8042173,12.200093,16.743063,18.825275,23.721355,78.02144813537598,101.31651163101196,140.57617044448853,89.70082998275757,35.937737345695496,0.35754272,0.39916688,0.39839846,0.37444216,0.2719037,383465040.0,380119200.0,451205403.0,524663340.0,570652836.0,108.28789377212524,109.7773003578186,136.97954416275024,163.87637615203857,207.41176080703735
1989,45.25,8.75,2.4202864,16.490407744264292,442.2130036652088,0.32064908372810463,2418422036.0,798.822851896286,10.252296,11.447145,17.178751,20.020739,23.504303,19.625025629997253,272.283353805542,13.438489586114883,58.883163928985596,77.98297071456909,0.3593579,0.41520873,0.30256286,0.2651929,0.26218444,370800982.0,344887860.0,585114708.0,564382380.0,553236106.0,96.65271639823914,103.91510009765625,192.56581783294678,202.24559783935547,203.44361972808838
1990,45.25,8.75,2.5689466,16.725579498640073,397.383412361145,0.3097236172046537,2452714721.0,828.0913343429565,10.432311,11.236631,17.622946,20.227146,24.044754,40.4093554019928,185.57533264160156,88.56647872924805,44.15261507034302,38.679630517959595,0.31965578,0.40219665,0.3174188,0.30192322,0.21015501,375413007.0,402426390.0,537845908.0,531180420.0,605848996.0,109.49528360366821,116.44407749176025,176.3403787612915,179.5892572402954,246.22233724594116
1991,45.25,8.75,3.1945179,16.300234950445837,330.29387521743774,0.31621991487499934,2480629540.0,870.2873706817627,10.464876,10.737479,14.027037,20.192783,26.025122,78.61246752738953,71.91603899002075,105.0209641456604,38.23464632034302,36.50975823402405,0.39965272,0.38540527,0.36448178,0.2556897,0.1761493,303735582.0,464598960.0,544567886.0,557943720.0,609783392.0,77.42623805999756,125.16752243041992,174.57961177825928,217.65220642089844,275.4617919921875
1992,45.25,8.75,3.3882744,15.903147990407508,450.53367137908936,0.3456032918948753,2305875659.0,714.2005319595337,8.838236,11.754106,17.792353,18.645731,22.439945,64.06092929840088,98.7965440750122,44.88904070854187,156.08882904052734,86.69832825660706,0.34117737,0.38974303,0.30858034,0.36696535,0.32366332,367012937.0,389010870.0,513173194.0,483857580.0,552821078.0,95.74453544616699,116.8087363243103,171.6493263244629,152.06658840179443,177.93134546279907
1993,45.25,8.75,3.7904646,15.929591347189511,379.4191462993622,0.33932751767775593,2450070497.0,777.56565117836,7.348995,11.894302,17.233883,21.320684,21.893827,69.6118996143341,111.34832382202148,63.11330270767212,68.96404266357422,66.38157749176025,0.38505435,0.39006227,0.37262392,0.28872618,0.26017517,368491389.0,399235140.0,547017940.0,562194060.0,573131968.0,93.08519577980042,112.71514892578125,161.0068678855896,196.8043041229248,213.95413446426392
1994,45.25,8.75,3.0149946,16.953577054092307,390.9981058239937,0.3329686025778453,2462988491.0,789.2253880500793,11.1442795,11.43757,16.78849,20.328299,25.000174,15.669125854969025,85.46489953994751,149.68749952316284,66.64838790893555,73.52819299697876,0.35871094,0.35727292,0.36553222,0.3153839,0.26815978,392029069.0,437448300.0,464876558.0,571162140.0,597472424.0,102.9155707359314,132.29691982269287,147.998188495636,195.3154420852661,210.69926691055298
1995,45.25,8.75,2.1945586,16.02848289215487,377.9777441620827,0.3321053055571575,2511771064.0,834.2026317119598,6.974845,12.753041,16.248924,18.808777,25.340855,27.452056229114532,90.95968723297119,133.84321308135986,82.63442516326904,43.08836245536804,0.38264343,0.32242614,0.3649878,0.35372925,0.23712523,404103352.0,446288940.0,518207222.0,565825380.0,577346170.0,117.11452984809875,144.3513822555542,165.00834226608276,177.9638957977295,229.76448154449463
1996,45.25,8.75,2.7601178,15.949622169818754,295.2193478345871,0.3227977718597923,2398847833.0,819.4951689243317,6.7373567,12.531868,16.255909,21.860188,22.443203,28.82380473613739,70.3489637374878,79.09133625030518,64.75881099700928,52.19643211364746,0.3897827,0.36144835,0.37088868,0.24597657,0.24466126,325210894.0,426681210.0,518109789.0,591136680.0,537709260.0,79.46853470802307,123.00427436828613,166.81191778182983,235.6394863128662,214.57095575332642
1997,45.25,8.75,2.378999,16.821162710002824,322.27640813589096,0.28003067245670393,2607406406.0,945.9268078804016,10.944535,12.724955,18.326366,19.813557,22.260794,11.59817260503769,30.383001565933228,20.603686928749084,223.25692176818848,36.43462526798248,0.32078916,0.23100281,0.2232666,0.34403932,0.28153872,438530278.0,549665100.0,571863572.0,458460420.0,588887036.0,135.66204357147217,207.03213214874268,237.15052032470703,156.88655376434326,209.19555807113647
1998,45.25,8.75,3.1651156,16.91818505954119,358.2500766813755,0.31747682548426337,2541533989.0,895.56960105896,8.750957,11.807829,17.777105,21.814112,24.434006,13.246708542108536,151.99493408203125,73.03712177276611,61.934523582458496,58.03678870201111,0.34885255,0.3721625,0.32643494,0.30433837,0.23693602,410649281.0,389602380.0,560907924.0,585682680.0,594691724.0,120.77834749221802,123.97446155548096,191.60392665863037,212.84770488739014,246.36516046524048
1999,45.25,8.75,3.1022694,17.25608411801407,359.36735820770264,0.3247709877155965,2427146859.0,876.924364566803,9.07745,12.6324415,18.378887,21.194101,24.975424,83.69941020011902,74.79833364486694,92.10972738265991,70.07670879364014,38.683178186416626,0.37498903,0.38042727,0.3694409,0.2880951,0.2115149,348979834.0,438323430.0,486196405.0,565128000.0,588519190.0,96.65112733840942,130.332612991333,164.9950532913208,216.915020942688,268.03055000305176
2000,45.25,8.75,3.2347393,17.071465860005297,459.60312700271606,0.32432080308596295,2476611976.0,862.9321382045746,9.791304,12.680612,18.576254,22.252033,22.082602,56.671690225601196,165.09867668151855,84.61634945869446,78.16153764724731,75.05487298965454,0.32432556,0.40369505,0.36480588,0.27796143,0.2518811,385706340.0,394125540.0,543696724.0,587996400.0,565086972.0,121.22006916999817,118.17947387695312,173.55919885635376,224.03114318847656,225.94225311279297
2001,45.25,8.75,2.251034,17.0113090751997,405.6936950683594,0.3333974630614511,2418204488.0,851.1363482475281,9.754195,11.333982,18.052134,21.520237,24.358307,165.9152593612671,53.80569577217102,84.72609806060791,45.28294801712036,55.96369385719299,0.4184491,0.38978758,0.37435788,0.25993833,0.2239038,274538542.0,439149270.0,522417518.0,617902320.0,564196838.0,71.6489634513855,128.9779758453369,165.3108253479004,248.24566841125488,236.9529151916504
2002,45.25,8.75,2.9187982,16.884905821357677,524.7424411773682,0.3486151656294181,2374251726.0,783.3323593139648,10.390043,12.299001,16.459702,22.751637,22.565464,41.98440194129944,80.69578170776367,207.99963903427124,79.26548480987549,114.79713368415833,0.36931396,0.35203433,0.39574403,0.32498044,0.30035096,396452273.0,403952220.0,481777789.0,556585860.0,535483584.0,115.59966802597046,126.78025245666504,146.2209987640381,202.00007915496826,192.731360912323
2003,45.25,8.75,2.8730364,19.000133427139982,191.22678443789482,0.26309802397793414,2617535152.0,1038.8435742855072,9.652121,12.164568,20.084318,26.689814,26.437399,6.831125229597092,65.97202062606812,36.53548622131348,48.124104738235474,33.764047622680664,0.32113403,0.33393127,0.2633264,0.20333251,0.19412293,410934512.0,420933990.0,584788650.0,600811620.0,600066380.0,113.55014300346375,141.87575340270996,230.19629192352295,271.83191299438477,281.3894729614258
2004,45.25,8.75,2.8016884,16.29861952588449,351.04418885707855,0.31857483585675556,2489764470.0,886.8810937404633,7.2151766,11.839403,15.492612,22.251217,24.742863,56.81828284263611,135.99467754364014,86.76664304733276,38.26079964637756,33.20378577709198,0.40784484,0.3930017,0.3572095,0.24350464,0.19129273,328048200.0,423348570.0,555525518.0,587055600.0,595786582.0,78.35169911384583,116.21336460113525,178.10745763778687,244.17577743530273,270.0327949523926
2005,45.25,8.75,3.506751,17.256248807595448,324.11048913002014,0.316126021294812,2489690094.0,898.5383062362671,7.9562173,11.917003,18.476604,23.325539,24.62943,53.54480481147766,105.24617671966553,59.27284812927246,41.1789608001709,64.8676986694336,0.39264894,0.40203005,0.32092407,0.22565675,0.23922303,334179504.0,408555540.0,586904028.0,570429720.0,589621302.0,80.22914743423462,119.5618987083435,208.46833038330078,239.62140083312988,250.6575288772583
2006,45.25,8.75,3.3493297,17.59475160112568,193.61064970493317,0.29105717411228255,2583725959.0,990.6846799850464,6.979066,12.691393,17.408905,23.263275,27.655802,41.12123942375183,51.43474459648132,48.48563742637634,19.333671927452087,33.23535633087158,0.3892572,0.37009645,0.3129431,0.19507568,0.18736693,347359433.0,453161430.0,526446712.0,634419000.0,622339384.0,92.91148567199707,130.61488151550293,189.72655963897705,284.5268440246582,292.90490913391113
2007,45.25,8.75,2.8418198,17.494507066564623,292.0554923415184,0.3032466005655675,2559474195.0,915.9937536716461,8.364318,15.3607025,18.148476,20.904697,24.735516,60.6902414560318,13.904216587543488,107.33202624320984,96.0662055015564,14.06280255317688,0.37057558,0.31517515,0.3210089,0.3320514,0.17873597,363497723.0,502818630.0,538829600.0,518874060.0,635454182.0,93.72311091423035,156.38484477996826,184.0359663963318,179.9970817565918,301.8527498245239
2008,45.25,8.75,3.0082493,16.375041768441793,521.9463919401169,0.3577420990061916,2343004100.0,757.4192471504211,8.684373,11.940409,17.351854,20.689764,23.20494,40.61252963542938,129.26579475402832,168.66558933258057,119.84468221664429,63.557796001434326,0.3764392,0.37671083,0.36295533,0.3860907,0.2880408,361012422.0,393480810.0,479221312.0,537385560.0,571903996.0,100.23578023910522,126.41208171844482,156.14944458007812,164.99210357666016,209.6298370361328
2009,45.25,8.75,3.3042595,17.467513396069894,498.8177016675472,0.31012996291023454,2539933844.0,913.7502164840698,8.643666,13.137891,18.946625,22.148691,24.472034,120.1330783367157,252.53963470458984,14.692281812429428,49.47886347770691,61.97384333610535,0.3826941,0.41350952,0.30381653,0.23271605,0.21875122,353113374.0,399403650.0,605435270.0,593056260.0,588925290.0,101.36089372634888,114.9863862991333,211.47798013687134,243.57730865478516,242.34764766693115
2010,45.25,8.75,2.836641,16.610244570214764,494.2138421535492,0.34055473543460074,2391931499.0,823.3661785125732,7.4043684,12.428307,16.081106,21.197088,25.953415,89.50251626968384,72.92006492614746,198.92424488067627,91.61578416824341,41.25123190879822,0.4208246,0.38576907,0.37832642,0.30855957,0.20972046,271767669.0,462435450.0,500503370.0,553575960.0,603649050.0,68.59997892379761,130.1949405670166,166.0505290031433,194.94483947753906,263.57589054107666
2011,45.25,8.75,3.4206629,17.193763471117208,417.44460701942444,0.3162760841690637,2538216861.0,875.086856842041,8.472582,15.151398,19.240808,20.859642,22.296759,151.23938274383545,25.440053343772888,41.864243149757385,127.26768493652344,71.63324284553528,0.4154358,0.30899477,0.2626331,0.33782956,0.2569476,326681131.0,516181740.0,607918742.0,526314540.0,561120708.0,84.46454620361328,167.7670383453369,231.70795345306396,172.97395706176758,218.17336177825928
