year,lat,lon,yield_wheat_winter,temperature,precipitation,soil_water,solar_radiation,potential_evaporation
1982,43.75,11.75,3.3040295,7.608455725937835,665.699315071106,0.3579608363307212,2577847493.25,795.337813615799
1983,43.75,11.75,3.028015,8.206546059324722,796.1982203722,0.36375732843048314,2509024930.75,788.8198504447937
1984,43.75,11.75,3.5288105,6.659348317134527,861.9617562294006,0.37638535004093815,2392477957.0,739.478399515152
1985,43.75,11.75,3.8002205,7.391914063248753,665.1582727432251,0.3711602564685601,2412290797.0,747.9217225909233
1986,43.75,11.75,3.6489942,7.817650667399414,885.7354927062988,0.3782551539830925,2388638860.5,726.1640328764915
1987,43.75,11.75,3.818123,6.8270469958131965,621.3503212928772,0.3626635067226473,2585964497.5,783.3881878852844
1988,43.75,11.75,3.725099,8.353784790745488,801.1218795776367,0.38269031378957963,2424974224.75,720.5032639503479
1989,43.75,11.75,3.4315882,7.888217686621611,513.4201477468014,0.35208804806894506,2715599507.5,808.5526231527328
1990,43.75,11.75,3.9336793,8.646903681360985,503.175528049469,0.35487400167737126,2685408335.0,822.2402909994125
1991,43.75,11.75,4.428636,7.101720589251558,786.0179355144501,0.3709021086288878,2494875121.75,751.6632956266403
1992,43.75,11.75,4.833735,7.613332817583908,668.1449439525604,0.36585147341583,2613324808.0,776.1554074287415
1993,43.75,11.75,4.337422,8.515229294122744,502.90325903892517,0.34058241459948957,2679282182.75,844.2076042890549
1994,43.75,11.75,4.273977,8.495927076694393,649.838883370161,0.3608389113806496,2604915713.0,835.9316831827164
1995,43.75,11.75,3.8040314,8.126346388631616,649.6220061779022,0.37048163308092386,2547290929.5,786.4138919115067
1996,43.75,11.75,4.6449366,7.848109085864,686.1719866991043,0.3632008024939784,2535000542.5,790.5404500365257
1997,43.75,11.75,3.9980888,8.558483879428264,758.412614107132,0.36209559194312607,2725283654.5,871.9216322302818
1998,43.75,11.75,4.905532,8.81729314149904,702.2517652511597,0.36442743672812283,2701929883.0,867.9253256320953
1999,43.75,11.75,4.524334,7.894913654682065,684.1050058603287,0.37002396780597274,2623463913.0,809.7836954593658
2000,43.75,11.75,4.7049785,8.536190228697695,690.2490414381027,0.3595826235818274,2680329954.25,851.746588408947
2001,43.75,11.75,3.5531125,9.276420719367414,958.2775197029114,0.37004384065955137,2535602315.0,832.172805249691
2002,43.75,11.75,4.5114913,8.247757071675348,601.2420279979706,0.3613331832668998,2649250435.0,827.982923746109
2003,43.75,11.75,3.8380768,9.126522475283993,645.8408720493317,0.3442391594333097,2774413858.5,937.1405359506607
2004,43.75,11.75,4.7057266,7.833227701638461,795.8123695850372,0.3755559469937297,2522042449.0,769.9222532510757
2005,43.75,11.75,4.826012,7.80026706363544,652.917219042778,0.36345573508542434,2664708939.5,839.9609525203705
2006,43.75,11.75,4.864437,7.7993193160403855,712.4829394817352,0.36051098706801077,2621608816.75,860.7032819390297
2007,43.75,11.75,4.7097855,9.8680803322595,515.0312836170197,0.3504713968304563,2667495365.0,858.5099582076073
2008,43.75,11.75,4.956317,8.112727488019338,738.7690349817276,0.37443765813921703,2526457867.0,753.744838654995
2009,43.75,11.75,4.801685,8.509725114038169,863.1227825880051,0.3713574540023961,2572091887.0,821.4209061264992
2010,43.75,11.75,4.7410803,7.77038567667165,1039.7095024585724,0.3789828382740336,2382800738.75,713.8623050451279
2011,43.75,11.75,5.200015,8.502842225319098,788.8089327812195,0.3571867484691714,2673854250.25,855.2382782697678
2012,43.75,11.75,5.602649,8.226491252581278,573.3999575376511,0.3526533916899206,2705745082.0,840.4902341365814
2013,43.75,11.75,5.037329,7.915891886742647,1037.4346735477448,0.386390129273588,2420096739.0,714.2501674294472
2014,43.75,11.75,5.1422853,9.2634470383983,861.4959361553192,0.3678967222448223,2558577585.5,813.7173498868942
2015,43.75,11.75,7.06409,9.187476373901053,828.507769703865,0.3717038943008943,2616456911.5,836.9041503667831
2016,43.75,11.75,5.4052763,9.379867810771298,739.1245668008924,0.37113708662398065,2631783287.0,821.8752797842026
1982,43.75,12.25,3.3069334,7.687800279333572,586.5242501497269,0.3528467081795054,2592294855.75,847.7639420032501
1983,43.75,12.25,3.118995,8.418827949476636,689.8920838236809,0.35400975119969075,2550891530.25,877.2467457056046
1984,43.75,12.25,3.5787635,6.82875009770256,731.329894900322,0.3701997988017989,2392007958.0,798.7093818187714
1985,43.75,12.25,3.6020758,7.626372977229189,636.4812657833099,0.36590245784806813,2409371581.0,804.8874235153198
1986,43.75,12.25,3.8129632,7.983868875286796,805.186291217804,0.37209820673485433,2407729452.5,780.4205263257027
1987,43.75,12.25,4.083704,6.982716059389193,587.6651773452759,0.35818425461280445,2575478964.5,839.0923961400986
1988,43.75,12.25,3.6004703,8.567435372513508,741.224120259285,0.3767736485465564,2457088267.75,789.4613642692566
1989,43.75,12.25,3.4150133,8.005197002868021,476.873523324728,0.3456744487620582,2717944096.0,866.9738649129868
1990,43.75,12.25,3.9578242,8.909489302595786,414.47292679548264,0.3454619066035452,2694302885.25,900.1267060041428
1991,43.75,12.25,4.11148,7.2825698286048635,749.7386304140091,0.3676923715378627,2490586359.75,792.5719518661499
1992,43.75,12.25,4.592876,7.6525429806100975,656.8440919518471,0.36102067994973297,2609091200.5,821.6091888546944
1993,43.75,12.25,4.833978,8.562045992898547,462.99410128593445,0.34093108760916496,2688853928.5,896.3616596460342
1994,43.75,12.25,4.5736365,8.676218340219545,619.0465355217457,0.3559674475311248,2625733280.5,912.8856407403946
1995,43.75,12.25,4.1439657,8.214737912840095,597.614028096199,0.3662969616572719,2543301248.5,842.6399892568588
1996,43.75,12.25,4.209872,7.984118262436164,650.0156462192535,0.3611156408188274,2524878104.25,840.2501444220543
1997,43.75,12.25,3.9633553,8.709869802490738,653.9898971319199,0.35724320047157854,2733511487.5,944.0816627144814
1998,43.75,12.25,4.663284,8.955648072494949,624.3949928283691,0.3577373691580512,2705244488.0,931.3737367391586
1999,43.75,12.25,4.167145,7.964809587671737,656.7797920703888,0.36277470140417745,2618156136.5,867.9101312160492
2000,43.75,12.25,4.61172,8.79243339677897,679.9187894463539,0.3535465699900325,2705132041.0,923.7563792467117
2001,43.75,12.25,3.9477434,9.669340953354007,789.4140157699585,0.36151264373921166,2571565895.25,939.3012962341309
2002,43.75,12.25,4.373916,8.419404875148427,576.2772807478905,0.3539389788119261,2636436342.25,877.0577330589294
2003,43.75,12.25,3.7993045,9.235507478029275,637.6844303607941,0.34130647119658053,2746761345.75,970.7618815898895
2004,43.75,12.25,4.630123,8.030270016242447,705.3151695728302,0.37498572198942365,2539319785.0,821.1205190420151
2005,43.75,12.25,4.853791,7.889455393818785,708.5077848434448,0.3625785582814335,2635664285.25,872.7298219203949
2006,43.75,12.25,4.834097,7.979497542558622,713.3711228370667,0.3623866578025266,2589678007.0,898.8921794891357
2007,43.75,12.25,4.4395747,10.184298178381171,439.8678221106529,0.3374517249666955,2706732878.0,945.2367887496948
2008,43.75,12.25,5.025831,8.370684333298923,648.5618479251862,0.3699526436044355,2553543387.25,820.838353395462
2009,43.75,12.25,4.863698,8.677209613736997,804.096150636673,0.36959743561330904,2580047199.75,875.0516718626022
2010,43.75,12.25,4.903514,8.014368458227677,959.4500403404236,0.37701820957759197,2417969095.25,783.9125497937202
2011,43.75,12.25,5.133405,8.583954720457724,750.0962452888489,0.3563342372740596,2671774840.0,888.1839709281921
