year,lat,lon,yield_soybean,temperature,precipitation,soil_water,solar_radiation,potential_evaporation
2002,44.75,10.25,4.1272492,19.399212,562.4659509658813,0.35897642,2427157594.0,836.0117955207825
2003,44.75,10.25,2.3675349,22.321182,198.05846679210663,0.24713378,2755486144.0,1122.3920707702637
2004,44.75,10.25,3.8589888,19.763546,311.59590888023376,0.29261118,2662731394.0,1003.961582660675
2005,44.75,10.25,3.7033906,19.977238,364.5633375644684,0.31310815,2561964809.0,931.3506197929382
2006,44.75,10.25,3.1241605,20.289066,346.0527272820473,0.2959187,2706124772.0,1018.5460481643677
2007,44.75,10.25,2.9047885,20.143879,336.81494227051735,0.28488734,2644195344.0,1037.4891080856323
2008,44.75,10.25,3.010633,20.028233,387.7348442673683,0.31319374,2535834207.0,921.5222382545471
2009,44.75,10.25,3.2535572,21.005219,241.87757205963135,0.27435827,2674449726.0,1022.6185312271118
2010,44.75,10.25,3.4723408,19.243952,519.659006357193,0.33982748,2547768312.0,879.209222316742
2011,44.75,10.25,3.334581,20.720798,270.98191256821156,0.27799022,2684593374.0,996.0028219223022
2012,44.75,10.25,2.7725627,21.164541,392.44243586063385,0.28655395,2657783542.0,1064.596529006958
2013,44.75,10.25,3.1302423,19.588305,409.12955635786057,0.32645327,2633754838.0,922.3015174865723
2014,44.75,10.25,3.8291805,18.949265,448.5362710952759,0.3529792,2496381316.0,816.4249038696289
2015,44.75,10.25,3.458578,21.097641,301.3873111605644,0.29506406,2620516028.0,980.9538178443909
2016,44.75,10.25,3.4820182,20.431677,333.73582112789154,0.30721337,2650749820.0,967.0298933982849
1982,44.75,10.75,2.902494,21.172573,377.48321855068207,0.30227476,2529196672.0,976.2120990753174
1983,44.75,10.75,2.2669854,20.911558,291.43026119470596,0.2852013,2537715089.0,1009.5259871482849
1984,44.75,10.75,3.5539331,18.81539,449.25910663604736,0.32240674,2447635574.0,903.4489073753357
1985,44.75,10.75,2.634883,20.950037,233.26422354578972,0.27207714,2540548926.0,1022.1249732971191
1986,44.75,10.75,3.1596003,20.486532,318.72020757198334,0.3068734,2577714884.0,960.7724943161011
1987,44.75,10.75,3.324565,20.959074,224.536936044693,0.263205,2613956869.0,1062.7536878585815
1988,44.75,10.75,2.9380696,20.72602,343.82281839847565,0.30655223,2513165435.0,976.0412178039551
1989,44.75,10.75,3.3557134,19.929941,511.455060005188,0.33431655,2536896710.0,936.8515472412109
1990,44.75,10.75,3.133689,20.772991,291.5913655757904,0.2848823,2618456686.0,1043.3958039283752
1991,44.75,10.75,3.3247058,21.048574,302.1932787299156,0.26035106,2625673270.0,1090.5741701126099
1992,44.75,10.75,2.8498697,21.750881,245.50527065992355,0.25802773,2596004386.0,1113.104214668274
1993,44.75,10.75,2.8412843,21.225883,275.0368194580078,0.26171008,2617382758.0,1099.5132851600647
1994,44.75,10.75,3.0783963,21.488873,393.0615982413292,0.30812198,2565646626.0,1013.8002519607544
1995,44.75,10.75,3.4985108,19.808455,427.16680055856705,0.3263019,2541654530.0,954.6696391105652
1996,44.75,10.75,3.3478696,19.926876,342.48921620845795,0.28544837,2557324422.0,1036.0284185409546
1997,44.75,10.75,3.3922048,21.31885,275.51144111156464,0.27015883,2631860952.0,1116.450421333313
1998,44.75,10.75,3.1883059,21.904892,280.8353021144867,0.26359048,2677111156.0,1170.9895515441895
1999,44.75,10.75,3.1901546,21.600046,395.42818212509155,0.30470142,2525799105.0,1046.7356719970703
2000,44.75,10.75,3.257857,21.612698,308.6657359600067,0.27500868,2689358500.0,1102.5152096748352
2001,44.75,10.75,3.564681,20.903648,347.28656589984894,0.2893181,2658482724.0,1065.1694798469543
2002,44.75,10.75,3.6391292,20.471807,594.4310994148254,0.35586852,2452307843.0,919.198766708374
2003,44.75,10.75,2.2025506,23.448103,193.8480852842331,0.22547403,2759970180.0,1222.2458291053772
2004,44.75,10.75,3.2621956,20.800419,322.54686200618744,0.28961107,2676622288.0,1071.866919517517
2005,44.75,10.75,3.2336464,21.116909,401.9628348350525,0.30407166,2577020945.0,1022.1934866905212
2006,44.75,10.75,2.7634082,21.449707,330.5229108929634,0.28879958,2708983208.0,1103.6254234313965
2007,44.75,10.75,2.581883,21.418507,322.98922380805016,0.2688635,2651173964.0,1126.4466152191162
2008,44.75,10.75,2.758143,21.153622,425.20705765485764,0.30773193,2561537152.0,1007.2225584983826
2009,44.75,10.75,2.7507772,22.244343,245.13702774047852,0.2675476,2673792006.0,1120.5641922950745
2010,44.75,10.75,3.05648,20.34756,502.9976645708084,0.33785206,2560306754.0,946.5431470870972
2011,44.75,10.75,2.8184862,21.968643,273.0750465989113,0.26444653,2711924674.0,1093.3931012153625
2012,44.75,10.75,2.3326762,22.539698,368.71427834033966,0.27014342,2681851194.0,1193.8382377624512
2013,44.75,10.75,2.7280455,20.971663,364.726700425148,0.31035036,2646117902.0,1021.1945691108704
2014,44.75,10.75,3.5312502,20.167294,473.8441951274872,0.3452643,2517651674.0,907.5013084411621
2015,44.75,10.75,2.8470848,22.380545,295.23468470573425,0.27771032,2637076882.0,1089.9786500930786
2016,44.75,10.75,3.359165,21.592785,389.8474042415619,0.3020853,2671293642.0,1065.653335571289
1982,44.75,11.25,2.2904515,21.947556,333.4330493211746,0.26052284,2508182673.0,956.1389417648315
1983,44.75,11.25,1.8749013,21.704996,285.33621245622635,0.2464215,2544143257.0,996.1764664649963
1984,44.75,11.25,2.647333,19.542189,398.284517288208,0.29047865,2440450012.0,881.0538282394409
1985,44.75,11.25,1.9374515,21.80055,190.39096727967262,0.23044387,2540947496.0,1015.90065574646
1986,44.75,11.25,2.3621156,21.342442,284.4169706106186,0.2635618,2585774424.0,959.9500017166138
1987,44.75,11.25,2.6182725,21.794872,217.73165893554688,0.22432604,2592502199.0,1052.1057124137878
1988,44.75,11.25,2.3998177,21.571163,320.0947413742542,0.2664247,2520915054.0,975.447271823883
1989,44.75,11.25,2.724194,20.629034,539.1845808029175,0.29891124,2509470038.0,914.2731266021729
1990,44.75,11.25,2.3745654,21.668865,283.0202748775482,0.23807445,2595145636.0,1046.8078713417053
1991,44.75,11.25,2.8392775,21.740013,282.7088546156883,0.23727393,2609385331.0,1058.3936982154846
1992,44.75,11.25,2.4278445,22.740866,194.79860699176788,0.2077661,2600385264.0,1130.2281346321106
1993,44.75,11.25,2.2659109,22.160448,239.2053433060646,0.21543665,2622511794.0,1103.8569774627686
1994,44.75,11.25,2.3545065,22.4035,353.8030534982681,0.2571366,2571241710.0,1015.9007205963135
1995,44.75,11.25,2.6859689,20.611126,439.74770629405975,0.28865394,2534242153.0,935.7399549484253
1996,44.75,11.25,2.6457684,20.80772,341.29630494117737,0.25554994,2546526812.0,1025.3553919792175
1997,44.75,11.25,2.6964,22.130863,258.9646921157837,0.23220277,2621186214.0,1101.6496229171753
1998,44.75,11.25,2.7218935,22.852299,275.7811563014984,0.22628358,2665638570.0,1170.2899284362793
1999,44.75,11.25,2.6271179,22.451654,375.6457824707031,0.26575452,2524915859.0,1045.126492023468
2000,44.75,11.25,2.850193,22.710041,281.9130502939224,0.22053036,2680983320.0,1131.3508286476135
2001,44.75,11.25,3.0015743,21.784132,318.49896693229675,0.24992676,2642996714.0,1054.5805749893188
2002,44.75,11.25,3.039896,21.292465,603.1424472332001,0.32343823,2454288870.0,910.9030041694641
2003,44.75,11.25,1.8920808,24.387884,189.2112084031105,0.1928324,2735905136.0,1207.4919919967651
2004,44.75,11.25,2.5475435,21.652374,276.2692164182663,0.24712208,2653988493.0,1065.1491594314575
2005,44.75,11.25,2.8206854,21.948908,403.98130214214325,0.2719844,2567191232.0,1015.3770298957825
2006,44.75,11.25,2.1429677,22.376942,310.0922449827194,0.250474,2680626780.0,1088.5039372444153
2007,44.75,11.25,1.8900747,22.39427,282.0554906129837,0.22532924,2628285207.0,1128.8665113449097
2008,44.75,11.25,2.292855,22.100948,410.9749199151993,0.2663501,2561991174.0,1017.5656886100769
2009,44.75,11.25,2.2389183,23.08314,261.04040372371674,0.2394054,2647960168.0,1107.6655616760254
2010,44.75,11.25,2.5654776,21.083906,467.13587045669556,0.31127977,2533417370.0,910.6553015708923
2011,44.75,11.25,2.3760457,22.921438,272.63510997593403,0.22949538,2707721500.0,1092.7918276786804
2012,44.75,11.25,1.8154073,23.63726,342.79167354106903,0.23150733,2665114434.0,1218.9329299926758
2013,44.75,11.25,2.3686266,21.82215,331.4004691839218,0.2703844,2629330236.0,1009.494544506073
2014,44.75,11.25,3.045111,20.925966,466.8682692050934,0.30730164,2508947398.0,893.972580909729
2015,44.75,11.25,2.5693097,23.314405,274.1420171260834,0.2393301,2617359433.0,1092.0787029266357
2016,44.75,11.25,2.8124118,22.39802,408.88371151685715,0.2686028,2657902712.0,1063.2563848495483
1982,44.75,11.75,2.1016507,22.114792,310.55137062072754,0.23660374,2526368990.0,1028.6680641174316
1983,44.75,11.75,1.6313558,21.92323,253.42627412080765,0.22294554,2576294396.0,1080.3963050842285
1984,44.75,11.75,2.4970024,19.832985,379.8196049928665,0.2704864,2478080966.0,970.4637107849121
1985,44.75,11.75,1.7807014,21.920004,176.9815450310707,0.20999572,2576746733.0,1095.461552143097
1986,44.75,11.75,2.3447711,21.66791,245.9981882572174,0.23277013,2629214278.0,1073.6711888313293
1987,44.75,11.75,2.5662172,22.089764,218.8488283753395,0.202234,2618535234.0,1167.6915969848633
1988,44.75,11.75,2.4340947,21.75888,313.570817142725,0.24715845,2559441478.0,1063.3708381652832
1989,44.75,11.75,2.4665756,20.874348,526.6231679916382,0.2744436,2523254650.0,995.3678650856018
1990,44.75,11.75,2.1993363,21.845537,284.0134189128876,0.22179297,2633060174.0,1143.0949158668518
1991,44.75,11.75,2.711929,21.77245,277.2083541750908,0.22655699,2621874448.0,1119.4906449317932
1992,44.75,11.75,2.3552265,22.759632,187.4595999121666,0.19168055,2640969254.0,1204.023630619049
1993,44.75,11.75,2.2183394,22.37287,245.46068173646927,0.20147815,2659280506.0,1211.103503227234
1994,44.75,11.75,2.218305,22.758204,311.5720880627632,0.2242394,2626485322.0,1134.2519836425781
1995,44.75,11.75,2.7031858,20.759127,470.58486104011536,0.27400988,2565441067.0,1001.385311126709
1996,44.75,11.75,2.5540376,21.121767,346.6408907175064,0.23950998,2575552455.0,1132.6412725448608
1997,44.75,11.75,2.7385347,22.142614,263.08291697502136,0.21920994,2649367786.0,1174.39110994339
1998,44.75,11.75,2.6685102,22.915377,264.9564571380615,0.20729224,2687978258.0,1256.3774871826172
1999,44.75,11.75,2.563972,22.629156,346.1081418991089,0.24304858,2565725292.0,1140.484899520874
2000,44.75,11.75,2.7731884,23.118885,250.94056606292725,0.19213136,2709929160.0,1261.4695825576782
2001,44.75,11.75,2.7783005,22.15035,297.0602140426636,0.227213,2674931474.0,1171.881824016571
2002,44.75,11.75,2.9217744,21.563293,597.0575907230377,0.3007837,2497648264.0,993.482036113739
2003,44.75,11.75,1.764874,24.489744,199.99279981851578,0.18198475,2755149464.0,1280.9385080337524
2004,44.75,11.75,2.4644997,21.858547,257.79501605033875,0.22789843,2673528574.0,1162.6870160102844
2005,44.75,11.75,2.8043752,22.039034,401.88461196422577,0.2581284,2602495441.0,1088.2514443397522
2006,44.75,11.75,2.144575,22.388067,317.22764456272125,0.24348083,2697178358.0,1144.1793475151062
2007,44.75,11.75,1.8020272,22.62144,281.05761367082596,0.21173084,2663990364.0,1237.244716644287
2008,44.75,11.75,2.202702,22.239403,411.2764595746994,0.25375015,2606075512.0,1093.0210375785828
2009,44.75,11.75,2.2071147,23.195328,254.6691815853119,0.22213879,2667554952.0,1187.4836983680725
2010,44.75,11.75,2.524066,21.351576,460.7493419647217,0.29455918,2567512265.0,985.1232032775879
2011,44.75,11.75,2.422906,23.252565,230.56240126490593,0.20094506,2743309206.0,1217.8581404685974
2012,44.75,11.75,1.5420136,23.9257,326.7492362856865,0.20883775,2705694012.0,1344.3075904846191
2013,44.75,11.75,2.4398692,21.991554,309.02349519729614,0.247474,2671464732.0,1090.9343433380127
2014,44.75,11.75,3.1647966,21.18092,489.536990404129,0.29031116,2547538258.0,977.9626226425171
2015,44.75,11.75,2.6967049,23.480564,249.3976527452469,0.21918993,2649068046.0,1189.5305309295654
2016,44.75,11.75,2.6734445,22.333832,428.49717807769775,0.26209864,2683824364.0,1115.375244140625
1982,45.25,6.75,2.130318,8.13987,513.5277967453003,0.40482616,2211331759.0,756.4715130329132
1983,45.25,6.75,2.2762206,7.481575,593.112731218338,0.4145574,2010308644.0,669.159591794014
1984,45.25,6.75,1.8709755,5.7214227,609.1242434978485,0.41051817,1999376891.5,660.1966361999512
1985,45.25,6.75,2.1263852,7.910051,555.9901478290558,0.380787,2322242518.0,861.5668587684631
1986,45.25,6.75,2.0267437,8.169737,432.1494336128235,0.39109105,2292446695.0,814.2961659431458
1987,45.25,6.75,2.908824,7.6142936,490.4265513420105,0.39631385,2218424971.0,787.4510805606842
1988,45.25,6.75,2.495308,7.8156624,527.2446572780609,0.38996425,2234254494.0,799.2064571380615
1989,45.25,6.75,2.0248775,7.6548944,409.8729045391083,0.38909557,2415697402.0,836.0841479301453
1990,45.25,6.75,2.2250597,8.308164,421.45119321346283,0.36211902,2451483890.0,906.1881654262543
1991,45.25,6.75,2.3110645,7.897058,456.2395236492157,0.3663225,2321864559.0,870.5328707695007
1992,45.25,6.75,1.7148384,8.057993,668.9475221633911,0.39184314,2284945278.0,803.7902088165283
1993,45.25,6.75,2.6344101,7.6451035,619.928060054779,0.39606872,2327510066.0,816.1629843711853
1994,45.25,6.75,3.158008,8.337545,668.1599147319794,0.40375194,2182620040.0,798.1392755508423
1995,45.25,6.75,2.4209108,6.667611,596.8213520050049,0.42100376,2101004604.0,682.9307253360748
1996,45.25,6.75,2.6418319,6.6566267,559.232250213623,0.42078835,2254144232.0,741.54567527771
1997,45.25,6.75,2.8340425,7.9627714,536.3185787200928,0.40460587,2264583878.0,797.1003811359406
1998,45.25,6.75,2.4814503,8.158893,482.9279465675354,0.37766394,2442668324.0,909.5979228019714
1999,45.25,6.75,2.824792,8.317733,632.593897819519,0.40864548,2251371632.0,784.7126891613007
2000,45.25,6.75,2.6938932,8.111618,540.5910775661469,0.38460144,2449140071.0,880.5374929904938
2001,45.25,6.75,2.6323981,7.50707,537.1283807754517,0.39328736,2340627405.0,838.0152769088745
2002,45.25,6.75,2.7562325,7.333041,729.760922908783,0.41681617,2216569548.0,763.89484167099
2003,45.25,6.75,1.8661994,9.942776,395.74136543273926,0.35235447,2597930962.0,1051.1517102718353
2004,45.25,6.75,2.3831432,7.8223276,371.58254647254944,0.3791549,2404716804.0,863.5829608440399
2005,45.25,6.75,2.3920522,8.0042515,474.9414440393448,0.39848524,2439818960.0,855.4300003051758
2006,45.25,6.75,2.6888952,8.363598,601.1016781330109,0.39810804,2404840217.0,875.970312833786
2007,45.25,6.75,2.5098855,7.8607545,591.22478723526,0.3822733,2419007322.0,910.5491795539856
2008,45.25,6.75,3.0042925,8.000748,591.6412990093231,0.3883706,2382696412.0,888.5716593265533
2009,45.25,6.75,2.601507,9.1474695,450.475049495697,0.37478834,2460580185.0,939.9464817047119
2010,45.25,6.75,2.9047735,7.5084686,606.8115532398224,0.3972272,2244497640.0,794.1050426959991
2011,45.25,6.75,2.8769145,8.646283,578.1334471702576,0.39821213,2504052089.0,922.5180616378784
2012,45.25,6.75,2.573588,8.779902,517.9020256996155,0.3847207,2365191325.0,927.9425637722015
2013,45.25,6.75,2.6152933,7.445741,556.4370465278625,0.39312196,2252327040.0,801.3277971744537
2014,45.25,6.75,2.9570792,7.2275915,578.0596494674683,0.41504806,2268572387.0,737.666996717453
2015,45.25,6.75,2.7550118,9.115579,553.9825842380524,0.3798229,2410879762.0,922.9422693252563
2016,45.25,6.75,2.560312,8.43088,529.2426376342773,0.38267714,2359306053.0,878.4562859535217
1982,45.25,7.25,3.4140832,12.892276,844.2871341705322,0.33693457,2253802868.0,718.1189751625061
1983,45.25,7.25,3.2285235,12.351387,834.6644432544708,0.33395615,2169425738.0,698.3266520500183
1984,45.25,7.25,2.947684,10.85322,948.3504930734634,0.32464844,2140647815.0,696.3031153678894
1985,45.25,7.25,3.6282043,12.6533785,828.8951575756073,0.32185912,2344374450.0,775.5843319892883
1986,45.25,7.25,3.4812503,12.743425,739.9755592346191,0.33785072,2266233985.0,716.4322056770325
1987,45.25,7.25,3.3991234,12.647482,767.6172728538513,0.32089758,2348696822.0,783.7273020744324
1988,45.25,7.25,3.6826644,12.434818,942.3852634429932,0.33579382,2252024697.0,710.8715057373047
1989,45.25,7.25,3.6009536,12.521738,640.368471622467,0.3254122,2459161550.0,796.5786128044128
1990,45.25,7.25,3.430144,13.091319,685.2666156291962,0.30653945,2476904677.0,828.9019756317139
1991,45.25,7.25,3.8852682,12.935762,613.7393741607666,0.29443908,2458611164.0,868.1918668746948
1992,45.25,7.25,2.7950943,12.597507,1061.3791227340698,0.33146948,2269989895.0,723.5646080970764
1993,45.25,7.25,3.82647,12.542649,1042.545470714569,0.33003625,2368500217.0,780.5989546775818
1994,45.25,7.25,3.888727,13.272672,1076.6584572792053,0.33244506,2277035914.0,778.6964130401611
1995,45.25,7.25,4.3747473,11.818892,873.7012066841125,0.33441967,2317819026.0,754.7203230857849
1996,45.25,7.25,4.299541,11.5939865,796.9047045707703,0.33456457,2290365676.0,746.1836888790131
1997,45.25,7.25,4.547809,12.915239,775.1457011699677,0.32364696,2370866820.0,795.5367527008057
1998,45.25,7.25,4.096172,13.16847,770.0628287792206,0.31238833,2489755538.0,868.6708707809448
1999,45.25,7.25,3.970958,13.140749,1032.9951734542847,0.3392954,2251645430.0,740.0176310539246
2000,45.25,7.25,4.050863,13.082603,873.3499960899353,0.32018372,2440805123.0,827.783543586731
2001,45.25,7.25,4.2628684,12.638945,833.4255743026733,0.32025498,2485482952.0,846.8169686794281
2002,45.25,7.25,4.073495,12.135324,1160.029866695404,0.34314454,2244357522.0,710.5716273784637
2003,45.25,7.25,3.3385189,14.920542,577.168616771698,0.29191238,2636397176.0,990.8482270240784
2004,45.25,7.25,4.0237885,12.780657,624.2544708251953,0.31612438,2443286670.0,824.4413304328918
2005,45.25,7.25,4.061906,13.172033,755.6867227554321,0.32253516,2476308734.0,859.6602659225464
2006,45.25,7.25,3.767693,13.430989,824.5867576599121,0.30862978,2479351258.0,881.9328489303589
2007,45.25,7.25,3.9755292,12.697693,888.1187427043915,0.32116348,2483974353.0,845.6264262199402
2008,45.25,7.25,3.862307,12.553685,1021.9506464004517,0.34511805,2323212136.0,734.2511699199677
2009,45.25,7.25,4.564145,13.732923,780.4680247306824,0.3332936,2448054080.0,809.0274183750153
2010,45.25,7.25,4.0483346,12.511141,994.2937278747559,0.3347035,2350876163.0,768.9387695789337
2011,45.25,7.25,4.203744,13.406517,898.0581269264221,0.3308021,2473776727.0,831.0661005973816
2012,45.25,7.25,3.3785746,13.249886,959.6491856575012,0.3383879,2363203556.0,773.9235157966614
2013,45.25,7.25,4.4304066,12.524913,923.6929125785828,0.33155394,2423218418.0,790.7831046581268
2014,45.25,7.25,4.785717,12.2750435,933.8687233924866,0.3397599,2320131369.0,750.9761896133423
2015,45.25,7.25,4.4290624,13.784172,818.8785352706909,0.32922292,2380143537.0,809.1035614013672
2016,45.25,7.25,4.52699,13.355364,830.2487640380859,0.32969642,2503763749.0,837.1735668182373
1982,45.25,7.75,4.3333497,18.826681,543.2859425544739,0.38241103,2271874497.0,737.3715934753418
1983,45.25,7.75,3.6479428,18.427076,541.5428049564362,0.37922668,2265180663.0,733.24644947052
1984,45.25,7.75,4.177248,16.959953,750.7715292572975,0.37930542,2237774191.0,722.9657475948334
1985,45.25,7.75,4.508653,18.680096,556.6240820884705,0.3598774,2348854711.0,783.7460367679596
1986,45.25,7.75,4.868505,18.793737,418.1646866798401,0.37405458,2291826170.0,754.2757339477539
1987,45.25,7.75,3.939317,18.672075,481.1358160972595,0.35667592,2367972059.0,792.758457660675
1988,45.25,7.75,4.3354006,18.348679,612.4341869354248,0.3873252,2273398334.0,719.5414998531342
1989,45.25,7.75,4.693861,18.890738,287.85745561122894,0.34025037,2456592958.0,838.350284576416
1990,45.25,7.75,4.1065392,19.203506,341.2066751718521,0.34135965,2455684823.0,838.9842214584351
1991,45.25,7.75,4.807261,19.205652,392.45995914936066,0.32902175,2516423466.0,895.5080347061157
1992,45.25,7.75,4.0173297,18.394867,738.7897310256958,0.3862214,2252639399.0,712.1010217666626
1993,45.25,7.75,4.5141435,18.497776,718.0007903575897,0.37612367,2381061682.0,785.9348001480103
1994,45.25,7.75,4.5714445,19.346249,705.7743064165115,0.3716545,2287873326.0,784.7360110282898
1995,45.25,7.75,5.71069,17.966002,624.6306688785553,0.37534034,2383696013.0,781.4987411499023
1996,45.25,7.75,5.38604,17.609861,467.14085960388184,0.37917334,2310798640.0,755.667727470398
1997,45.25,7.75,5.272466,19.149754,454.34841907024384,0.35229126,2374982428.0,833.5112071037292
1998,45.25,7.75,4.841928,19.387735,474.8020634651184,0.35461473,2497109211.0,879.7324347496033
1999,45.25,7.75,4.7721725,19.196514,671.1187782287598,0.38103077,2247785883.0,770.4472317695618
2000,45.25,7.75,4.8508015,19.192743,599.3839576244354,0.372255,2424577362.0,815.6970481872559
2001,45.25,7.75,5.286489,18.912851,537.9652698040009,0.36738572,2507706233.0,858.0136904716492
2002,45.25,7.75,5.3239098,18.07904,897.2000098228455,0.40866065,2252894524.0,701.9318242073059
2003,45.25,7.75,4.0453734,22.070057,219.83908569812775,0.29828638,2614758680.0,1055.7761449813843
2004,45.25,7.75,4.6637607,19.313374,339.7925777435303,0.33277744,2504720688.0,897.4796957969666
2005,45.25,7.75,4.947689,19.569517,518.3337166309357,0.37075242,2467011188.0,864.1372194290161
2006,45.25,7.75,4.2972608,20.007534,508.6107076406479,0.32710963,2496361112.0,944.6185464859009
2007,45.25,7.75,5.0370755,18.863255,615.0471332073212,0.36873525,2475267174.0,852.6826910972595
2008,45.25,7.75,4.819734,18.597858,634.3590819835663,0.38750893,2294486955.0,746.3914952278137
2009,45.25,7.75,5.499159,20.282204,391.0279920101166,0.34770694,2500318978.0,901.1001715660095
2010,45.25,7.75,5.056917,18.620516,671.382576584816,0.38119227,2387419032.0,782.4157810211182
2011,45.25,7.75,5.000658,19.830547,525.237063407898,0.36770582,2462821497.0,850.9473714828491
2012,45.25,7.75,4.2575903,19.300106,592.0001308917999,0.38350493,2352184396.0,782.1870765686035
2013,45.25,7.75,5.2721252,19.035242,613.490800857544,0.36610925,2495233780.0,844.1890325546265
2014,45.25,7.75,5.798277,18.391575,619.6717519760132,0.4093325,2332344704.0,753.0398502349854
2015,45.25,7.75,5.4481993,19.845795,567.3841021060944,0.38839802,2355096455.0,798.6966981887817
2016,45.25,7.75,5.56995,19.694082,489.78963804244995,0.3729918,2527437856.0,866.1146945953369
1982,45.25,8.25,3.7445753,20.086525,538.7477271556854,0.3166515,2342254348.0,873.3280553817749
1983,45.25,8.25,3.0651443,19.69276,419.56947672367096,0.3165338,2350338094.0,868.1312484741211
1984,45.25,8.25,3.839964,17.982937,662.358770698309,0.32664293,2301514859.0,848.8366515636444
1985,45.25,8.25,3.7817044,19.883677,463.3750796318054,0.29164726,2402317742.0,930.375593662262
1986,45.25,8.25,4.028958,19.892363,363.29614675045013,0.30698338,2375496042.0,909.2596154212952
1987,45.25,8.25,3.61764,19.804325,422.4652647972107,0.29590186,2455736259.0,941.6938891410828
1988,45.25,8.25,3.924237,19.569035,454.914430141449,0.32169604,2374120558.0,861.909848690033
1989,45.25,8.25,3.7986832,19.920801,295.1877330541611,0.2782151,2531345558.0,998.8471913337708
1990,45.25,8.25,3.7443004,20.310818,304.43220603466034,0.27656457,2520290752.0,1009.526086807251
1991,45.25,8.25,4.1440873,20.702059,360.6387410759926,0.24919605,2558107535.0,1130.6867027282715
1992,45.25,8.25,3.4277914,19.724882,648.1303708553314,0.33742198,2336845366.0,835.1481657028198
1993,45.25,8.25,4.13037,19.809744,531.1738514900208,0.30755138,2458202955.0,940.787585735321
1994,45.25,8.25,4.1532273,20.64364,579.2325170040131,0.30105418,2374616312.0,952.5515141487122
1995,45.25,8.25,4.7079535,19.221394,614.1678755283356,0.324329,2462105932.0,921.9419603347778
1996,45.25,8.25,4.221397,18.894392,417.80625653266907,0.31282568,2394179583.0,922.8492202758789
1997,45.25,8.25,4.187369,20.395832,420.7031179070473,0.28207642,2443679114.0,1005.8593001365662
1998,45.25,8.25,4.035143,20.645502,407.293475151062,0.28616077,2562538952.0,1046.3348641395569
1999,45.25,8.25,4.020592,20.63767,536.6295366287231,0.32092494,2347663974.0,947.2567911148071
2000,45.25,8.25,4.3315687,20.33754,564.8185901641846,0.30454454,2499732005.0,973.5588583946228
2001,45.25,8.25,4.1367064,20.257164,435.36775279045105,0.29807323,2551614103.0,1036.970338344574
2002,45.25,8.25,4.210643,19.349888,802.8854341506958,0.36646765,2332046960.0,820.7008633613586
2003,45.25,8.25,3.1741242,23.374933,237.04948675632477,0.2255431,2658699970.0,1318.3368158340454
2004,45.25,8.25,3.741984,20.712484,278.958124935627,0.24979822,2571018402.0,1143.272581577301
2005,45.25,8.25,4.0732656,20.775206,468.7489000558853,0.29911807,2534495664.0,1057.612536907196
2006,45.25,8.25,3.5483084,21.3633,474.927576482296,0.25819522,2588122538.0,1186.1808605194092
2007,45.25,8.25,4.1765184,20.109583,529.2222785949707,0.29770938,2523233209.0,1044.2137355804443
2008,45.25,8.25,3.7941475,19.737576,562.7812725305557,0.3369724,2379409794.0,867.4103927612305
2009,45.25,8.25,4.182927,21.571985,330.67843985557556,0.26658118,2585658984.0,1122.2909021377563
2010,45.25,8.25,3.9848447,19.852282,626.5809495449066,0.31786585,2447439526.0,938.4022698402405
2011,45.25,8.25,3.986947,21.152063,441.29913353919983,0.29615992,2554930614.0,1047.6509900093079
2012,45.25,8.25,3.1705773,20.676044,444.48705291748047,0.3079957,2462350229.0,974.433545589447
2013,45.25,8.25,3.9966116,19.93099,615.095470905304,0.32699051,2535533449.0,943.9455823898315
2014,45.25,8.25,4.5348463,19.51845,581.1505320072174,0.35395998,2409636123.0,889.1273441314697
2015,45.25,8.25,4.3498154,21.016907,535.3722554445267,0.32718444,2436323313.0,942.5421285629272
2016,45.25,8.25,4.441549,20.71791,457.8636748790741,0.31866127,2563709134.0,996.390908241272
1982,45.25,8.75,3.60882,20.718994,487.1976718902588,0.30295607,2390900548.0,832.1562271118164
1983,45.25,8.75,2.834021,20.275278,370.8429378271103,0.30597398,2403766745.0,825.7620196342468
1984,45.25,8.75,3.6213827,18.426329,556.4453503489494,0.32213598,2349937766.0,794.9332585334778
1985,45.25,8.75,3.5667508,20.475317,375.32891941070557,0.28334275,2454006338.0,880.9221715927124
1986,45.25,8.75,3.7322505,20.291737,343.3932682275772,0.29707128,2435088257.0,844.5852661132812
1987,45.25,8.75,3.5132813,20.590183,327.23686730861664,0.2725172,2507773014.0,923.761022567749
1988,45.25,8.75,3.7370894,20.396832,346.08215725421906,0.3001549,2432946212.0,843.8228793144226
1989,45.25,8.75,3.486065,20.57269,251.42586544156075,0.26227453,2561800287.0,933.2050256729126
1990,45.25,8.75,3.526838,20.971584,254.68938648700714,0.25536132,2547138498.0,960.0568566322327
1991,45.25,8.75,3.768505,21.409698,313.8925843834877,0.24455555,2574179396.0,1061.3820753097534
1992,45.25,8.75,3.1949875,20.544977,440.9640271663666,0.30039307,2407772231.0,822.5763640403748
1993,45.25,8.75,3.7204583,20.614323,444.01245737075806,0.29027945,2503682234.0,910.1941838264465
1994,45.25,8.75,3.816916,21.001657,550.2267910242081,0.30313477,2442238030.0,861.4531989097595
1995,45.25,8.75,4.0224085,19.962345,517.7784024477005,0.30637535,2504127477.0,887.7531304359436
